State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
IN,Medium,Low,353-6007,no,no,Low,Medium,High,Medium,High,High,High,Medium,Medium,High,Medium,Low,Medium,Low,True.
PA,High,Low,416-1557,no,yes,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
NM,Medium,Low,356-7217,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
ME,High,Low,350-2012,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Low,High,Low,False.
SD,Medium,,420-9838,no,no,Low,High,High,High,High,Medium,High,Medium,Low,Medium,Medium,Medium,High,Low,True.
AR,Medium,Low,373-6379,no,no,Low,Low,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
TX,Medium,Low,355-7293,yes,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Low,High,Low,False.
NH,Medium,Low,406-4588,no,no,Low,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
OK,Medium,Low,345-1524,no,no,Low,Low,High,Low,High,Medium,High,Medium,Medium,Medium,High,Medium,High,High,True.
WI,Medium,Low,375-8493,no,yes,Low,Low,Medium,Low,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,High,Low,False.
AL,Medium,Low,361-2924,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
PA,Medium,Low,359-6163,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
OK,Medium,,411-8140,no,no,Low,Medium,Medium,Medium,Low,High,Low,Medium,Medium,Medium,Medium,Low,High,Low,False.
ME,Medium,,381-9049,no,yes,Medium,Medium,High,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
WV,Medium,Low,344-4478,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Medium,High,Low,False.
HI,Medium,Low,360-2690,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Low,Low,Low,False.
MN,Medium,,410-7383,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
NY,Low,Low,356-1889,no,no,Low,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,Low,High,Low,False.
AZ,Medium,Low,341-2360,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
OH,Low,,370-3021,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Low,False.
MI,Medium,,336-4656,no,no,Low,Low,Medium,Low,High,Medium,High,Medium,High,Medium,Medium,Low,High,Low,False.
MA,Low,Low,386-2810,yes,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Medium,High,Low,True.
WV,Medium,,350-1354,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,Low,Medium,Low,False.
MI,Low,Low,346-5707,no,no,Low,Low,Medium,Low,High,High,High,Medium,High,High,Medium,Medium,High,Medium,False.
NM,Low,Low,405-8370,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
MO,Medium,Low,373-2053,no,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,High,High,High,Medium,High,Low,True.
RI,Medium,Low,369-5222,no,no,Low,Medium,High,Medium,High,Medium,High,Low,Medium,Low,High,Medium,High,Low,False.
NC,Low,Low,347-7420,no,yes,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
WY,Low,Low,392-6856,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
WY,Medium,Low,371-5556,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,Medium,False.
PA,Medium,,334-5337,no,no,Low,Medium,High,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,High,Medium,False.
KY,Medium,Low,334-8817,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,High,Low,High,Low,False.
OR,Medium,,339-1405,no,no,Low,Medium,Medium,Medium,Medium,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,False.
NV,Medium,Low,380-7742,yes,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,True.
DC,Low,Low,329-6191,no,yes,High,High,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
UT,Low,,340-3075,no,yes,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
WA,High,Low,416-5849,yes,yes,High,Medium,High,Medium,High,High,High,High,High,High,Medium,Medium,High,Low,False.
FL,Low,,334-7443,no,no,Low,Medium,High,Medium,High,High,High,Medium,High,Medium,High,Medium,High,Medium,False.
VA,Medium,,394-9121,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,High,Low,False.
KS,Medium,Low,383-1657,yes,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Low,True.
KS,High,Low,347-4112,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Low,False.
DC,Medium,,362-8280,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
ME,Medium,Low,402-9982,no,yes,High,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,Medium,Low,High,Low,False.
LA,High,Low,392-8905,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,False.
DC,Medium,Low,392-5512,no,no,Low,Medium,High,Medium,Medium,High,Medium,Medium,Low,High,Low,Low,Medium,Low,False.
TX,Medium,,351-6384,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Low,Low,Medium,High,Low,High,Medium,False.
NJ,Medium,Low,348-8015,yes,yes,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Low,Low,True.
DE,Medium,,374-6966,no,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,False.
VT,Medium,Low,328-2236,no,no,Low,Low,High,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Low,False.
GA,Low,Low,372-6497,no,no,Low,High,High,High,Medium,Medium,Medium,Medium,High,Medium,High,Low,High,Low,True.
TX,Medium,Low,417-8617,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
MT,High,Low,361-9621,no,no,Low,Low,High,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
ND,Low,Low,421-2723,no,yes,Medium,Low,Medium,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,Medium,False.
NJ,Medium,Low,327-9341,no,yes,High,Medium,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,High,Low,High,Low,False.
MO,Low,Low,383-5474,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Low,False.
CO,Medium,,328-8147,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High,High,False.
KS,Medium,Low,373-5438,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Low,False.
NC,Low,Low,333-9253,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
MT,Low,Low,347-9421,no,yes,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Low,False.
DE,Medium,Low,419-3167,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
ND,Medium,Low,414-4162,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
VA,Low,Low,416-5341,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
IL,Medium,Low,368-8600,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low,False.
OK,Low,Low,336-6085,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,High,Medium,High,Medium,High,Low,False.
CO,Medium,,377-1479,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
MT,Low,Low,360-2107,no,yes,Medium,High,High,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,High,Medium,False.
WV,Medium,Low,405-9384,no,yes,Medium,High,Medium,High,Medium,Low,High,Medium,Medium,Medium,High,Medium,High,Low,False.
ME,Medium,Low,420-5179,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
WI,Medium,Low,331-3174,no,yes,High,Low,High,Low,Low,High,Low,Low,Medium,Low,Medium,Low,High,Low,False.
MO,Low,Low,411-5958,no,no,Low,High,Medium,High,Medium,Low,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,True.
NY,Medium,Low,333-8180,no,no,Low,High,Medium,High,High,High,High,Low,Medium,Low,Medium,Low,High,Low,False.
CT,Medium,Low,357-2679,no,no,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
AR,Low,Low,396-2867,no,yes,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
WY,Medium,Low,341-9443,no,yes,Medium,High,Medium,High,Low,High,Low,Medium,Medium,Medium,Medium,Low,High,Medium,False.
CA,Medium,,341-4103,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
CA,Low,,416-8701,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,True.
MN,Low,Low,397-6109,no,no,Low,Medium,High,Medium,Medium,High,Medium,High,Low,High,Medium,Low,High,Low,False.
AK,Medium,Low,392-5587,no,no,Low,High,Medium,High,Low,High,Low,Low,Medium,Medium,Medium,Low,High,Low,False.
VA,Low,Low,392-9342,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
CO,Medium,Low,368-2845,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Low,Medium,Low,False.
MT,Medium,Low,405-4920,no,no,Low,High,Medium,High,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low,True.
SD,Low,Low,348-7484,no,yes,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
NE,Low,Low,338-5207,no,no,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,High,Low,High,Low,False.
VT,Medium,Low,418-7846,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Medium,False.
ND,Medium,Low,358-8729,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
GA,Medium,Low,349-1943,no,yes,Medium,Medium,High,Medium,Medium,High,High,Medium,High,High,Medium,Low,High,Low,False.
OR,Medium,Low,368-8283,no,no,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MT,Low,,345-1419,no,no,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low,High,Low,False.
WY,High,Low,358-8025,no,no,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
GA,Medium,Low,383-8695,no,yes,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
WV,Low,Low,370-7565,no,yes,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,Low,High,Low,False.
CT,Low,Low,401-6162,no,yes,High,Medium,High,Medium,Medium,High,Medium,Low,Medium,Low,Medium,Medium,High,Low,False.
IL,Medium,Low,386-5303,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
CO,Low,Low,351-6552,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Medium,False.
DE,Medium,Low,345-5338,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,High,Medium,Low,False.
LA,Low,Low,330-2849,no,no,Low,High,Medium,High,Medium,High,Medium,Medium,Medium,High,Low,Low,Medium,Low,False.
MA,Low,Low,364-6801,no,no,Low,High,High,High,Low,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
IN,Medium,Low,375-3003,no,no,Low,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,Low,Medium,Low,High,Low,False.
NY,Low,,383-8878,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
TX,Low,Low,384-2372,yes,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Low,True.
KS,Medium,,377-7107,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
WV,Medium,Low,361-1581,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
NE,High,Low,417-7888,no,yes,High,High,Medium,High,Medium,High,Medium,Low,Medium,Low,Medium,Low,High,Medium,False.
ND,Medium,Low,383-8364,no,no,Low,Medium,Medium,Medium,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
AK,Medium,Low,396-2335,no,no,Low,Low,Medium,Low,Medium,Medium,High,Medium,Low,Medium,Medium,Medium,High,Medium,False.
CO,Low,Low,408-4530,no,yes,Medium,Low,High,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
ME,High,Low,408-6621,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
SC,Medium,,393-7522,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,Low,False.
MN,Low,,338-7120,no,yes,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Medium,False.
CO,Low,Low,357-4265,no,no,Low,High,Medium,High,Medium,High,Medium,Low,Medium,Low,Medium,Low,Medium,Low,False.
KS,Medium,Low,398-8801,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
MS,Medium,,346-2347,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
NE,Medium,Low,343-2741,no,no,Low,Medium,Low,Medium,High,High,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,False.
NJ,Medium,,420-8242,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,False.
WI,High,,402-7746,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,High,False.
MT,Medium,Low,332-1494,no,no,Low,Low,Medium,Low,Low,High,Low,Medium,Medium,Medium,Medium,Medium,High,Low,False.
AR,Medium,Low,388-6223,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,Low,False.
WA,Low,Low,404-9539,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,False.
NH,Low,Low,341-7332,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,Low,False.
IA,Medium,Low,338-7886,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,High,Low,False.
WV,Medium,Low,332-5596,no,no,Low,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
RI,Medium,Low,348-9945,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,Medium,Low,Medium,Low,False.
KS,Medium,Low,407-1896,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Low,False.
MT,High,,398-9408,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
MO,High,,369-8005,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,False.
HI,Medium,Low,346-2530,no,no,Low,Low,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
CO,Medium,Low,400-5984,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Low,Low,Low,Low,False.
CT,Medium,,351-1007,no,yes,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,False.
ID,Medium,Low,345-5980,yes,yes,Medium,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
DC,Medium,,368-8964,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Low,False.
TN,Low,,358-1912,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low,High,Medium,False.
WY,Medium,,379-3132,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,False.
MO,Medium,Low,340-9910,no,no,Low,Low,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,False.
VA,Medium,Low,396-2719,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
SD,High,Low,369-6204,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
WV,Medium,,420-9971,yes,no,Low,High,Medium,High,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Low,True.
GA,Low,Low,410-3782,yes,yes,Medium,High,High,High,Medium,High,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
AZ,Low,Low,404-4481,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False.
AK,Medium,Low,383-9255,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
AK,Low,,418-9385,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
CT,Medium,Low,360-9676,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Low,Medium,Low,False.
UT,Medium,,327-3587,no,yes,High,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,High,True.
KY,Medium,Low,385-4715,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Low,Medium,Low,High,Low,High,Low,False.
MI,Low,,414-2695,no,no,Low,Medium,High,Medium,Medium,Low,High,Medium,High,Medium,High,Medium,High,Medium,False.
OR,Medium,,331-5999,no,yes,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
TN,Low,,337-7739,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
WV,Medium,Low,388-6658,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,Low,False.
NJ,Low,Low,405-6943,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MS,Medium,,382-4084,no,yes,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
ME,Medium,Low,352-8249,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
WY,Medium,,353-8363,no,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Medium,True.
WY,Medium,Low,416-2825,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
IN,Low,,342-6696,no,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
NM,Medium,Low,338-9210,no,yes,High,Medium,High,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,Low,False.
NJ,Medium,Low,328-1768,yes,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,High,Low,False.
DC,High,Low,406-5870,yes,no,Low,Low,Medium,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,False.
UT,Low,Low,398-3834,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,True.
KY,Medium,Low,330-7754,yes,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Low,High,Low,True.
KS,Low,,414-9054,no,no,Low,Medium,High,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,False.
MI,Medium,,350-2832,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
UT,Low,,414-9027,no,yes,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
NE,Low,Low,337-1225,no,no,Low,Low,High,Low,High,Medium,High,Low,Medium,Low,Medium,Low,High,Low,False.
FL,Medium,Low,394-6577,no,yes,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium,High,Medium,Low,High,High,False.
LA,Medium,Low,359-6995,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
MT,Low,Low,377-7561,no,no,Low,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
WA,Medium,Low,380-6631,no,yes,Medium,Medium,Medium,Medium,High,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Low,False.
MI,Medium,Low,390-8876,no,no,Low,Medium,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
KY,Medium,,413-2201,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,False.
LA,Medium,Low,374-2073,no,no,Low,Medium,High,Medium,High,Medium,High,Low,Medium,Low,Medium,Low,High,Low,False.
NM,Medium,,417-1272,yes,no,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,High,Low,False.
AL,Medium,Low,358-1129,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,False.
MO,Medium,Low,394-1211,no,yes,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,High,Low,False.
CO,Low,,327-1319,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,High,Low,High,Medium,False.
TX,Medium,Low,399-4413,no,no,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
NY,Low,Low,393-9985,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
OR,Low,Low,401-8377,no,no,Low,Medium,Medium,Medium,High,Medium,High,Low,Medium,Low,Medium,Low,High,Low,False.
WY,Low,Low,331-3202,no,no,Low,Medium,Medium,Medium,Medium,High,High,Medium,Low,Medium,Medium,High,High,Low,False.
UT,Medium,Low,358-5953,no,no,Low,Low,Medium,Medium,High,Medium,High,Medium,Low,Medium,High,Low,High,Low,False.
LA,Medium,,380-7624,no,yes,Medium,High,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
NV,Medium,Low,416-5261,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Low,High,Low,False.
NC,Medium,,417-5067,no,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,False.
NC,Low,Low,345-6515,no,no,Low,Medium,High,Medium,Medium,Medium,High,Low,Medium,Medium,Medium,Low,High,Low,False.
WY,High,Low,406-1349,yes,no,Low,Medium,Medium,Medium,High,High,High,Medium,High,Medium,Low,Medium,Low,Low,False.
TN,Low,Low,360-9038,no,yes,High,Medium,High,Medium,High,Medium,High,High,Medium,High,High,Low,High,Low,False.
FL,Medium,Low,348-3444,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Low,False.
CA,Medium,Low,370-2892,no,no,Low,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
PA,Medium,Low,383-4061,yes,no,Low,Medium,High,High,High,Medium,High,Medium,Low,Medium,Medium,Low,High,Low,True.
WV,Medium,Low,391-7937,no,yes,Medium,High,High,High,Low,High,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
NJ,Low,Low,389-4083,no,no,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,False.
MT,Medium,Low,410-9633,no,no,Low,Medium,Medium,Medium,High,High,High,Low,Medium,Medium,Medium,Low,High,Low,False.
MN,High,Low,418-9502,no,no,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,High,Low,False.
WI,Medium,Low,339-6637,yes,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,Low,High,High,True.
ID,Low,,356-3403,no,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,False.
MA,Medium,Low,371-9457,yes,no,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Low,True.
OR,Low,Low,391-8087,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Low,False.
MT,Medium,,392-6420,no,no,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,Low,False.
AL,Low,Low,399-4094,no,yes,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High,Low,False.
ND,Medium,,378-4013,yes,yes,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Low,False.
LA,Medium,Low,386-6306,no,yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Low,High,High,False.
ND,High,Low,359-3618,yes,no,Low,Medium,Medium,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Low,High,Low,False.
MS,Medium,,340-8875,yes,no,Low,High,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,Low,False.
WV,Medium,Low,330-2693,yes,no,Low,Medium,High,Medium,Medium,High,Medium,Low,High,Medium,Medium,Low,High,Low,False.
