State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MN,High,VeryLow,418-9502,no,no,VeryLow,Medium,Low,Medium,Medium,High,High,Medium,Medium,High,VeryHigh,Low,VeryHigh,Low,False.
WI,High,VeryLow,339-6637,yes,yes,Medium,Low,High,Low,Medium,High,Medium,Low,Low,Medium,Medium,VeryLow,VeryHigh,VeryHigh,True.
ID,Low,,356-3403,no,no,VeryLow,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,VeryHigh,VeryLow,False.
MA,Medium,VeryLow,371-9457,yes,no,VeryLow,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,VeryLow,VeryHigh,Low,True.
OR,Low,VeryLow,391-8087,no,no,VeryLow,Medium,High,Medium,Medium,Medium,High,Medium,High,High,High,Low,VeryHigh,Low,False.
MT,Medium,,392-6420,no,no,VeryLow,Medium,High,Medium,Medium,Medium,High,Medium,Low,High,High,Low,VeryHigh,Low,False.
AL,Low,VeryLow,399-4094,no,yes,Medium,High,VeryHigh,High,Medium,Medium,Medium,High,Medium,VeryHigh,High,Low,VeryHigh,VeryLow,False.
ND,Medium,,378-4013,yes,yes,Medium,Low,Low,Low,Medium,High,High,Medium,Low,High,Low,Low,VeryHigh,Medium,False.
LA,Medium,VeryLow,386-6306,no,yes,Medium,Medium,High,Medium,High,Medium,High,Medium,Low,High,VeryHigh,Low,VeryHigh,VeryHigh,False.
ND,High,VeryLow,359-3618,yes,no,VeryLow,High,High,High,High,Medium,High,Low,Medium,Medium,High,Low,VeryHigh,Medium,False.
MS,Medium,,340-8875,yes,no,VeryLow,High,High,VeryHigh,Medium,Medium,Medium,Low,Low,Medium,High,Medium,VeryHigh,Medium,False.
WV,Medium,VeryLow,330-2693,yes,no,VeryLow,Medium,VeryHigh,Medium,Medium,High,High,Low,High,Low,High,Low,VeryHigh,Low,False.
WI,VeryLow,,403-7627,no,yes,Medium,High,Medium,High,Low,High,Medium,High,Low,VeryHigh,Medium,Low,VeryHigh,Low,False.
KS,Medium,VeryLow,342-3678,yes,no,VeryLow,VeryLow,High,VeryLow,Medium,Low,Medium,High,Low,VeryHigh,Medium,Low,VeryHigh,High,False.
MO,Medium,VeryLow,344-9943,no,yes,Medium,VeryHigh,Medium,VeryHigh,Low,High,Medium,Medium,High,High,High,Medium,VeryHigh,Low,False.
PA,Low,VeryLow,390-5686,no,no,VeryLow,High,Medium,High,High,Medium,VeryHigh,Low,VeryLow,Medium,High,Low,VeryHigh,High,False.
SD,Low,VeryLow,358-5826,no,no,VeryLow,High,Medium,High,Medium,Medium,High,Medium,Low,High,High,VeryLow,VeryHigh,VeryLow,False.
NJ,VeryLow,VeryLow,393-7826,no,no,VeryLow,High,Medium,VeryHigh,Medium,High,High,Medium,Medium,Medium,High,Low,VeryHigh,Medium,True.
AL,Low,VeryLow,335-9786,no,no,VeryLow,High,High,High,Low,High,Low,Low,Low,Low,High,VeryLow,VeryHigh,Medium,False.
ME,Medium,,368-9860,no,no,VeryLow,Low,Medium,Low,High,High,High,Low,Low,Medium,High,VeryLow,VeryHigh,High,False.
AZ,Low,VeryLow,416-9522,yes,yes,VeryHigh,VeryHigh,Medium,VeryHigh,Medium,High,High,VeryLow,Low,Low,Medium,VeryLow,VeryHigh,VeryLow,False.
VT,VeryLow,VeryLow,416-7307,no,no,VeryLow,Low,Medium,Medium,High,Medium,VeryHigh,Low,Low,Medium,VeryHigh,VeryLow,VeryHigh,Medium,False.
NV,Low,,397-6789,yes,yes,High,High,High,VeryHigh,High,High,VeryHigh,Low,Low,Medium,Medium,VeryLow,VeryHigh,Low,True.
WI,VeryLow,VeryLow,335-9501,no,no,VeryLow,Low,High,Low,High,High,High,Medium,Medium,High,Medium,VeryLow,VeryHigh,Medium,False.
HI,Low,VeryLow,388-1250,no,no,VeryLow,Medium,High,Medium,High,Medium,High,Low,Medium,Medium,VeryHigh,VeryLow,VeryHigh,Low,False.
DE,Low,VeryLow,386-1374,no,no,VeryLow,Medium,Medium,High,High,High,VeryHigh,Low,Medium,Medium,High,Low,VeryHigh,Low,False.
AZ,Medium,VeryLow,346-8112,no,yes,High,Medium,Medium,Medium,Low,High,Medium,Low,High,Medium,Medium,VeryLow,VeryHigh,Low,False.
VA,Low,VeryLow,364-9040,yes,no,VeryLow,Medium,High,Medium,High,High,High,Medium,High,High,VeryHigh,Medium,VeryHigh,Low,True.
GA,Medium,VeryLow,366-3944,no,yes,Medium,Medium,High,High,High,Medium,VeryHigh,Low,High,Low,VeryHigh,Low,VeryHigh,Medium,False.
AZ,Medium,VeryLow,331-9861,no,yes,Medium,Medium,High,Medium,Low,VeryHigh,Medium,Medium,Medium,High,VeryHigh,Low,VeryHigh,Low,False.
MN,Low,VeryLow,330-2881,no,yes,Medium,High,Medium,High,High,High,High,Medium,Medium,Medium,High,VeryLow,VeryHigh,Low,False.
ME,Medium,,402-9558,no,no,VeryLow,High,High,High,Medium,VeryHigh,High,Medium,Medium,Medium,Medium,Low,VeryHigh,Low,False.
FL,Low,,341-3180,no,no,VeryLow,Medium,Medium,Medium,VeryHigh,High,VeryHigh,High,Low,High,Medium,Low,VeryHigh,VeryLow,False.
WA,Medium,VeryLow,371-8598,no,no,VeryLow,High,Medium,High,High,Medium,VeryHigh,High,Low,VeryHigh,High,VeryLow,VeryHigh,Low,False.
MT,Low,VeryLow,398-8385,no,no,VeryLow,High,Medium,High,High,Medium,High,Medium,Medium,High,High,Low,VeryHigh,VeryLow,False.
AL,Low,VeryLow,333-4154,no,no,VeryLow,Medium,Medium,High,Medium,High,High,Low,Low,Low,Medium,Low,VeryHigh,VeryLow,False.
WV,Medium,VeryLow,330-3589,no,no,VeryLow,Medium,High,Medium,Medium,Medium,Medium,Low,High,Medium,High,Low,VeryHigh,VeryLow,False.
GA,Low,VeryLow,417-1477,no,yes,High,Low,Medium,Low,Medium,High,Medium,Medium,Medium,High,High,VeryLow,VeryHigh,Low,False.
OH,Low,,327-5525,yes,yes,Low,Medium,Medium,Medium,High,Low,High,Low,Medium,Medium,High,VeryLow,VeryHigh,VeryLow,False.
DE,High,,363-8244,no,yes,Low,Medium,Medium,Medium,High,VeryHigh,High,Medium,Low,High,Low,VeryLow,VeryHigh,Low,False.
NE,Medium,,419-9104,no,no,VeryLow,Medium,High,Medium,High,High,High,Low,Medium,Medium,High,Low,VeryHigh,Low,False.
FL,Low,,363-1560,no,no,VeryLow,High,Medium,High,Low,High,Low,Medium,High,Medium,High,Low,VeryHigh,VeryLow,False.
AK,High,,341-4075,no,no,VeryLow,Low,Medium,Low,Low,Medium,Low,Medium,Low,Medium,VeryHigh,Low,VeryHigh,Low,False.
WI,High,,366-9074,no,no,VeryLow,Medium,High,Medium,High,Medium,VeryHigh,Medium,Medium,Medium,VeryHigh,Low,VeryHigh,VeryLow,False.
WA,Low,,367-1424,no,yes,VeryHigh,Low,High,Low,Medium,High,High,Medium,Low,Medium,High,Low,VeryHigh,Low,False.
KY,Low,VeryLow,341-1191,no,no,VeryLow,VeryHigh,High,VeryHigh,Medium,Medium,Medium,High,Medium,VeryHigh,Low,VeryLow,VeryHigh,Medium,True.
OH,Low,,342-9480,no,no,VeryLow,High,Medium,High,Medium,High,High,Medium,Medium,High,High,Low,VeryHigh,Low,False.
UT,,,355-9360,no,no,VeryLow,Low,Medium,Low,Medium,Low,Medium,High,High,VeryHigh,Medium,Low,VeryHigh,Medium,False.
NM,High,VeryLow,343-1538,no,no,VeryLow,Medium,High,Medium,Medium,Medium,High,Medium,High,High,VeryHigh,VeryLow,VeryHigh,Low,False.
MN,High,VeryLow,335-2331,no,no,VeryLow,Medium,VeryHigh,Medium,Medium,Medium,High,Medium,Medium,High,VeryHigh,VeryLow,VeryHigh,Low,False.
WV,Low,,335-7257,no,yes,Low,Medium,High,Medium,Low,VeryHigh,Low,Medium,Medium,Medium,High,VeryLow,VeryHigh,Medium,False.
MN,Low,VeryLow,332-2137,no,no,VeryLow,Low,High,Low,VeryLow,Medium,VeryLow,Medium,Low,Medium,VeryHigh,Low,VeryHigh,VeryLow,False.
AL,Medium,VeryLow,352-2998,no,no,VeryLow,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,High,High,Low,VeryHigh,Low,False.
PA,Low,,346-6941,no,yes,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,High,Low,VeryHigh,Low,False.
DE,High,,400-2203,no,no,VeryLow,High,High,High,Low,Medium,Medium,Low,High,Medium,High,VeryLow,VeryHigh,Medium,False.
MO,Low,VeryLow,421-2955,no,no,VeryLow,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Low,VeryHigh,Low,False.
IL,Medium,,331-6629,yes,no,VeryLow,Medium,Medium,Medium,High,VeryHigh,High,Medium,Low,Medium,Medium,Medium,VeryHigh,Low,False.
FL,Medium,VeryLow,343-6314,no,no,VeryLow,Low,High,Low,High,VeryHigh,VeryHigh,Medium,Medium,High,High,Low,VeryHigh,VeryLow,False.
HI,Low,VeryLow,414-6638,no,no,VeryLow,Medium,VeryHigh,Medium,Medium,Medium,Medium,High,Medium,VeryHigh,Low,VeryLow,VeryHigh,Medium,False.
ME,Medium,,350-5883,no,no,VeryLow,Medium,Low,High,High,Medium,High,Low,Low,Low,High,VeryLow,VeryHigh,Medium,False.
CO,Medium,VeryLow,409-4447,yes,no,VeryLow,Medium,Medium,Medium,Low,High,Low,Medium,Medium,High,VeryHigh,VeryLow,VeryHigh,High,True.
NH,Low,VeryLow,376-4856,no,no,VeryLow,Medium,Medium,High,High,Medium,High,Medium,Medium,High,High,VeryLow,VeryHigh,Medium,False.
SC,Low,VeryLow,335-1874,no,no,VeryLow,VeryHigh,High,VeryHigh,Medium,Medium,High,Medium,High,Medium,Medium,Low,VeryHigh,Medium,True.
IN,Medium,,397-6255,no,no,VeryLow,High,High,High,Medium,Medium,High,Low,High,Medium,High,VeryLow,VeryHigh,VeryLow,False.
FL,Medium,VeryLow,381-5047,no,no,VeryLow,Low,High,Low,Low,Medium,Low,Medium,Medium,High,Medium,VeryLow,VeryHigh,High,False.
GA,VeryLow,,403-6850,no,no,VeryLow,Low,Medium,Low,Medium,High,High,VeryLow,Low,VeryLow,High,VeryLow,VeryHigh,Low,False.
IL,Low,VeryLow,375-3658,no,yes,High,High,High,High,High,Medium,High,Low,High,Medium,High,Low,VeryHigh,VeryLow,False.
NC,Low,,341-2603,yes,yes,High,Low,Medium,Low,Medium,High,Medium,High,Medium,High,Medium,VeryHigh,VeryHigh,VeryLow,False.
VT,Medium,,342-5062,no,yes,Medium,Medium,Medium,High,VeryHigh,High,VeryHigh,Medium,High,High,High,Medium,VeryHigh,Low,False.
DC,Low,VeryLow,354-1558,no,yes,Low,High,Medium,High,High,Medium,High,Medium,Medium,Medium,VeryHigh,Low,VeryHigh,Low,False.
VT,Medium,VeryLow,351-9537,no,no,VeryLow,Low,High,Low,High,VeryHigh,VeryHigh,Medium,Medium,High,Medium,Low,VeryHigh,High,False.
NV,Low,VeryLow,401-1252,no,no,VeryLow,High,High,High,Medium,High,Medium,Low,Low,Medium,High,VeryLow,VeryHigh,VeryHigh,False.
OR,Low,VeryLow,366-9538,yes,no,VeryLow,Low,Low,Low,High,Medium,High,VeryLow,High,Low,High,High,VeryHigh,Medium,False.
AL,Medium,VeryLow,364-7622,no,no,VeryLow,High,Medium,High,Low,High,Medium,Low,Medium,Medium,VeryHigh,Low,VeryHigh,Low,False.
ND,High,VeryLow,393-9918,no,yes,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,VeryHigh,Low,VeryHigh,Low,False.
FL,High,VeryLow,376-4484,no,yes,,VeryHigh,High,VeryHigh,Medium,High,High,Medium,Low,High,High,Low,VeryHigh,Low,False.
NE,Low,VeryLow,410-6791,no,no,VeryLow,Medium,Medium,Medium,Medium,High,High,High,High,VeryHigh,High,Low,VeryHigh,Low,True.
ND,Low,VeryLow,343-2392,no,yes,High,Low,High,Low,Medium,High,High,High,Low,VeryHigh,High,Low,VeryHigh,Low,False.
ME,High,VeryLow,408-4323,no,no,VeryLow,High,Medium,High,Medium,High,High,Medium,Medium,High,Medium,Medium,VeryHigh,VeryLow,False.
IL,Medium,VeryLow,395-1718,no,no,VeryLow,Medium,Medium,High,High,High,VeryHigh,Low,Medium,Low,Medium,VeryLow,VeryHigh,Medium,False.
WA,High,VeryLow,354-9492,no,no,VeryLow,High,High,VeryHigh,VeryLow,High,VeryLow,High,High,High,High,Low,VeryHigh,VeryLow,False.
MA,Medium,VeryLow,367-8168,yes,no,VeryLow,Medium,Medium,High,Medium,Medium,High,VeryLow,Low,VeryLow,High,Low,VeryHigh,High,True.
KS,High,,340-3500,no,no,VeryLow,High,Medium,High,High,Medium,VeryHigh,Medium,Medium,High,Medium,VeryLow,VeryHigh,High,False.
RI,Low,VeryLow,369-4962,no,no,VeryLow,Low,Medium,Medium,High,Medium,High,High,Medium,VeryHigh,Medium,Low,VeryHigh,High,False.
MO,Medium,VeryLow,334-8967,no,yes,Medium,High,Medium,High,High,High,VeryHigh,Medium,High,High,High,VeryHigh,VeryHigh,Medium,False.
IA,Low,,402-2377,no,no,VeryLow,High,VeryHigh,High,Medium,High,Medium,Medium,High,Medium,Low,Medium,VeryHigh,Medium,False.
WY,Medium,VeryLow,366-3917,no,no,VeryLow,Medium,VeryHigh,Medium,Low,Medium,Low,Medium,Medium,High,High,VeryLow,VeryHigh,Low,False.
NV,High,VeryLow,333-3531,no,no,VeryLow,Medium,Medium,Medium,Medium,High,High,High,Medium,VeryHigh,Medium,Low,VeryHigh,Low,False.
WI,Medium,VeryLow,333-8954,no,yes,High,Medium,Medium,High,Medium,High,Medium,Medium,Low,Medium,High,Medium,VeryHigh,Low,False.
AL,Low,VeryLow,374-9203,no,no,VeryLow,High,High,VeryHigh,High,Medium,High,High,Medium,VeryHigh,High,VeryLow,VeryHigh,High,True.
HI,High,VeryLow,334-3289,no,no,VeryLow,Medium,High,Medium,Medium,High,Medium,Medium,Medium,High,High,Low,VeryHigh,Medium,False.
MO,Low,VeryLow,353-7822,no,no,VeryLow,Medium,VeryHigh,Medium,Medium,High,High,Medium,Medium,High,VeryHigh,VeryLow,VeryHigh,Low,False.
CA,Low,,350-1422,no,yes,VeryHigh,Medium,VeryHigh,Medium,Medium,High,Medium,VeryHigh,Medium,VeryHigh,VeryHigh,VeryLow,VeryHigh,High,False.
MO,VeryLow,VeryLow,385-8406,no,no,VeryLow,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,High,VeryHigh,VeryHigh,Low,False.
CT,High,,380-7277,no,no,VeryLow,Medium,High,Medium,Medium,High,Medium,VeryLow,Medium,Low,Medium,Low,VeryHigh,High,False.
MD,Low,VeryLow,352-1798,no,no,VeryLow,High,High,High,Medium,Medium,Medium,Low,High,Medium,High,Medium,VeryHigh,VeryHigh,False.
OH,Medium,VeryLow,385-7922,no,yes,Medium,High,High,High,High,VeryHigh,VeryHigh,Low,Low,Medium,High,VeryLow,VeryHigh,VeryLow,False.
NV,Low,,353-7730,no,no,VeryLow,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,VeryHigh,Low,False.
MD,VeryLow,VeryLow,337-7163,no,no,VeryLow,Medium,Medium,High,High,High,High,Low,Medium,Medium,Low,Medium,High,VeryLow,False.
NE,Medium,,348-5567,yes,no,VeryLow,Medium,High,Medium,Medium,High,High,High,Medium,VeryHigh,Medium,Low,VeryHigh,Medium,False.
OH,Medium,VeryLow,420-9575,no,no,VeryLow,Low,VeryHigh,Low,High,Medium,High,High,Medium,VeryHigh,VeryHigh,Low,VeryHigh,VeryLow,False.
MA,Medium,,366-3358,no,no,VeryLow,High,High,VeryHigh,Medium,High,High,High,High,VeryHigh,High,Low,VeryHigh,VeryHigh,True.
OK,High,,359-9972,no,yes,VeryHigh,Medium,Medium,High,Medium,High,Medium,Medium,Low,High,High,VeryLow,VeryHigh,Low,False.
MA,High,VeryLow,387-3332,no,no,VeryLow,Medium,High,Medium,High,High,High,High,Low,VeryHigh,Medium,VeryLow,VeryHigh,Low,False.
WA,Medium,VeryLow,354-6960,no,no,VeryLow,Medium,High,High,Low,High,Medium,Medium,Medium,High,High,VeryLow,VeryHigh,VeryHigh,False.
HI,Medium,VeryLow,405-3335,no,yes,Low,Medium,High,Medium,High,High,High,Low,Medium,Medium,Medium,Low,VeryHigh,Low,False.
CO,Medium,VeryLow,379-4257,no,no,VeryLow,Low,High,Low,VeryHigh,Medium,VeryHigh,Low,High,Medium,Medium,VeryLow,VeryHigh,Low,False.
FL,Medium,VeryLow,355-4992,yes,no,VeryLow,High,Medium,VeryHigh,Medium,Medium,High,Low,VeryHigh,Low,Low,Low,VeryHigh,Low,False.
WI,Low,VeryLow,383-6373,no,no,VeryLow,VeryHigh,Medium,VeryHigh,Medium,High,Medium,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,Low,False.
ID,Medium,,382-7993,no,yes,High,High,Medium,VeryHigh,High,High,High,Low,Medium,Medium,High,Medium,VeryHigh,VeryHigh,False.
WY,VeryLow,VeryLow,422-5865,no,no,VeryLow,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,High,High,Medium,VeryHigh,Low,False.
GA,Low,,410-9961,no,no,VeryLow,Low,Medium,Low,Medium,High,High,High,High,VeryHigh,Medium,Medium,VeryHigh,High,False.
FL,Medium,VeryLow,343-9946,no,no,VeryLow,Medium,High,Medium,VeryHigh,High,VeryHigh,Low,High,Low,Medium,VeryLow,VeryHigh,Low,False.
WY,VeryLow,VeryLow,357-7060,no,no,VeryLow,Medium,Medium,Medium,High,High,VeryHigh,VeryLow,High,VeryLow,Medium,High,VeryHigh,Low,False.
DE,Low,VeryLow,355-9541,no,no,VeryLow,High,Medium,High,Low,Medium,Medium,Low,Medium,Medium,VeryHigh,Medium,VeryHigh,Medium,False.
ME,Low,VeryLow,378-4145,no,yes,Medium,High,High,High,High,VeryHigh,High,Medium,Medium,Medium,Low,VeryLow,VeryHigh,Medium,False.
DC,Medium,,386-2317,no,yes,High,Low,High,Low,Medium,High,Medium,Medium,Medium,High,Medium,VeryLow,VeryHigh,VeryLow,False.
IA,Medium,VeryLow,335-8146,no,no,VeryLow,Medium,Medium,Medium,High,Medium,VeryHigh,High,Low,VeryHigh,Medium,Medium,VeryHigh,Low,False.
CO,Medium,VeryLow,377-2235,no,no,VeryLow,Medium,High,Medium,High,Medium,High,Medium,Medium,High,Low,Low,VeryHigh,Medium,False.
MN,Medium,VeryLow,386-9141,no,no,VeryLow,Medium,High,High,VeryLow,Medium,VeryLow,Medium,High,Medium,High,Low,VeryHigh,VeryLow,False.
VT,Medium,VeryLow,416-5623,no,no,VeryLow,Medium,Medium,Medium,High,VeryHigh,High,Medium,Medium,Medium,High,VeryLow,VeryHigh,VeryLow,False.
AZ,Low,,327-3053,no,no,VeryLow,Low,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low,VeryHigh,Low,False.
LA,Medium,VeryLow,395-6195,no,yes,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,High,Low,VeryHigh,Low,True.
MO,High,VeryLow,397-8772,yes,no,VeryLow,High,Medium,High,VeryLow,High,VeryLow,Medium,Medium,Medium,High,VeryLow,VeryHigh,Medium,False.
ME,Medium,,346-7656,no,no,VeryLow,Low,Medium,Low,Medium,High,Medium,Medium,Low,High,High,VeryLow,VeryHigh,VeryHigh,True.
MD,Medium,VeryLow,343-2350,no,no,VeryLow,Medium,High,Medium,Medium,High,High,Medium,Medium,Medium,Medium,VeryLow,VeryHigh,Medium,False.
VT,Medium,VeryLow,372-4722,no,no,VeryLow,Low,High,Low,Medium,High,Medium,Medium,Medium,High,VeryHigh,Medium,VeryHigh,Medium,False.
DC,Medium,VeryLow,399-8615,no,yes,High,High,High,High,Medium,High,High,Medium,Medium,High,VeryHigh,Medium,VeryHigh,VeryLow,False.
WY,Medium,VeryLow,379-8248,no,no,VeryLow,Medium,VeryHigh,Medium,Medium,High,High,High,Low,VeryHigh,Medium,VeryLow,VeryHigh,Low,False.
VA,Low,VeryLow,414-6219,no,yes,High,High,High,High,High,High,High,Medium,Medium,High,Medium,Medium,VeryHigh,Low,False.
VA,Low,,387-1343,yes,yes,High,Medium,High,Medium,Low,Medium,Medium,Medium,Low,High,Low,Low,VeryHigh,VeryLow,False.
CT,VeryLow,,370-5527,no,no,VeryLow,VeryHigh,High,VeryHigh,High,High,High,Low,VeryHigh,Medium,High,VeryLow,VeryHigh,Medium,True.
HI,High,,393-8736,no,no,VeryLow,Medium,Low,Medium,High,High,High,Medium,High,High,Medium,Low,VeryHigh,VeryHigh,False.
WI,Low,VeryLow,402-7626,no,no,VeryLow,High,Medium,High,Medium,Medium,High,Low,Medium,Medium,Low,Medium,VeryHigh,VeryLow,False.
MD,Low,VeryLow,370-2688,no,no,VeryLow,High,High,High,Medium,High,High,Medium,Low,High,Medium,VeryLow,VeryHigh,Low,True.
WV,High,VeryLow,418-9036,no,no,VeryLow,Medium,High,Medium,VeryLow,Medium,Low,Medium,Medium,High,VeryHigh,Low,VeryHigh,VeryHigh,True.
VT,Low,VeryLow,417-2035,no,no,VeryLow,High,Medium,High,Medium,High,Medium,Low,Medium,Low,VeryHigh,VeryLow,VeryHigh,VeryLow,False.
UT,Medium,VeryLow,355-3602,no,yes,Medium,Low,Medium,Low,Low,Medium,Low,High,Low,High,VeryHigh,VeryLow,VeryHigh,Low,False.
CO,VeryLow,VeryLow,393-4027,no,no,VeryLow,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,High,VeryHigh,Low,VeryHigh,VeryHigh,False.
NC,Medium,VeryLow,418-5141,no,yes,Medium,Low,Medium,Low,Medium,High,Medium,High,Medium,VeryHigh,Low,Low,VeryHigh,VeryLow,False.
NJ,VeryLow,VeryLow,406-1247,no,yes,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low,VeryHigh,VeryLow,False.
AR,Medium,VeryLow,402-3892,no,no,VeryLow,High,VeryHigh,VeryHigh,VeryHigh,High,VeryHigh,Medium,Medium,High,VeryHigh,High,VeryHigh,VeryHigh,True.
IA,VeryLow,,332-2965,no,no,VeryLow,Medium,Medium,Medium,Low,Medium,Low,Low,Medium,Medium,High,VeryLow,VeryHigh,Medium,False.
GA,Low,VeryLow,377-1218,no,yes,Medium,High,VeryHigh,High,VeryHigh,Low,VeryHigh,High,High,VeryHigh,High,Low,VeryHigh,Low,False.
MO,High,,355-2464,no,no,VeryLow,VeryHigh,High,VeryHigh,VeryHigh,High,VeryHigh,High,Medium,VeryHigh,High,Low,VeryHigh,VeryLow,True.
MO,High,VeryLow,404-4611,no,no,VeryLow,Low,High,Low,Low,Medium,Medium,Medium,High,High,Medium,VeryLow,VeryHigh,Medium,False.
WY,Medium,VeryLow,373-2339,no,no,VeryLow,Low,Medium,Low,High,High,VeryHigh,Medium,Medium,High,VeryHigh,Low,VeryHigh,Medium,False.
HI,Low,VeryLow,410-3503,no,no,VeryLow,Low,High,Low,Low,Medium,Low,High,Low,VeryHigh,Medium,Low,VeryHigh,VeryLow,False.
PA,Low,VeryLow,410-4739,no,no,VeryLow,High,Medium,High,High,High,High,VeryHigh,High,VeryHigh,Low,VeryLow,VeryHigh,Low,False.
TX,Medium,VeryLow,365-3562,no,no,VeryLow,Medium,High,High,Low,Medium,Medium,Medium,Medium,Medium,High,Low,VeryHigh,Low,False.
VA,Medium,,387-7641,no,no,VeryLow,Low,High,Low,Medium,Low,Medium,Low,Medium,Medium,Medium,VeryLow,VeryHigh,Low,False.
RI,Low,VeryLow,385-9744,no,no,VeryLow,Low,Low,Low,High,Medium,High,Medium,Medium,High,Low,VeryHigh,VeryHigh,Low,False.
WI,Low,VeryLow,398-5006,no,no,VeryLow,High,High,High,Low,Low,Medium,VeryHigh,Medium,VeryHigh,Medium,Low,VeryHigh,Low,False.
MS,VeryLow,VeryLow,408-3977,no,no,VeryLow,Medium,High,Medium,Low,Low,Low,Medium,Low,High,VeryHigh,VeryLow,VeryHigh,Low,False.
KY,Low,VeryLow,334-2729,no,no,VeryLow,Low,VeryHigh,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,VeryHigh,Low,False.
NC,VeryLow,VeryLow,334-7685,no,no,VeryLow,Low,VeryHigh,Low,Low,High,Low,Medium,Low,High,High,VeryLow,VeryHigh,Low,False.
NV,Medium,VeryLow,350-9228,no,no,VeryLow,High,High,High,Low,Medium,Low,Medium,Medium,Medium,VeryHigh,Low,VeryHigh,VeryLow,False.
UT,Low,VeryLow,407-5774,no,yes,Medium,Low,High,Low,Medium,Low,High,Low,High,Medium,High,Low,VeryHigh,VeryLow,False.
ME,VeryHigh,,413-4039,no,yes,Medium,Medium,VeryHigh,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,VeryHigh,Medium,False.
HI,VeryLow,VeryLow,343-2077,no,no,VeryLow,High,High,High,Medium,High,Medium,Medium,Medium,High,Medium,Low,VeryHigh,Low,False.
OH,Low,VeryLow,336-5661,no,no,VeryLow,Low,High,Medium,High,High,High,High,Medium,VeryHigh,High,Low,VeryHigh,VeryLow,False.
WV,Low,,355-4143,no,no,VeryLow,VeryLow,Medium,Low,Medium,Medium,High,Medium,High,High,High,VeryLow,VeryHigh,Low,False.
OK,Low,VeryLow,366-5918,no,no,VeryLow,Medium,Medium,High,VeryHigh,High,VeryHigh,Low,High,Medium,High,VeryLow,VeryHigh,Low,False.
KY,Low,,368-7555,yes,no,VeryLow,Low,High,Low,Medium,Medium,High,Medium,High,High,VeryHigh,Low,VeryHigh,Low,True.
AL,VeryHigh,VeryLow,408-2119,no,no,VeryLow,Low,Medium,Low,Low,High,Medium,Medium,High,Medium,High,VeryLow,VeryHigh,Low,False.
MD,Low,VeryLow,329-2789,no,no,VeryLow,High,Medium,High,High,High,High,High,Medium,VeryHigh,VeryHigh,VeryLow,VeryHigh,VeryHigh,False.
NE,Low,,334-1508,no,yes,High,Medium,High,Medium,High,High,High,High,Medium,VeryHigh,Medium,Low,VeryHigh,VeryLow,False.
DC,Low,VeryLow,337-1506,no,no,VeryLow,High,High,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,VeryLow,VeryHigh,Medium,False.
TX,Medium,VeryLow,396-8400,no,no,VeryLow,Low,High,Low,Medium,Low,Medium,High,Medium,VeryHigh,VeryHigh,VeryLow,VeryHigh,Low,False.
OH,Low,VeryLow,349-2654,no,no,VeryLow,Low,Medium,Low,Medium,High,Medium,High,Medium,VeryHigh,High,Medium,VeryHigh,Medium,False.
DE,Medium,VeryLow,417-2716,no,no,VeryLow,Medium,VeryHigh,Medium,High,High,High,Medium,Medium,High,VeryHigh,Low,VeryHigh,VeryLow,False.
IA,Low,,402-1725,no,no,VeryLow,Medium,Medium,Medium,High,High,VeryHigh,Medium,Low,High,Medium,Low,VeryHigh,Medium,False.
VT,Medium,VeryLow,403-3229,no,no,VeryLow,High,Medium,High,Low,High,Medium,Medium,Medium,High,Medium,VeryLow,VeryHigh,VeryLow,False.
OR,Medium,,353-6056,no,no,VeryLow,Medium,High,Medium,Medium,High,High,High,Low,VeryHigh,High,VeryLow,VeryHigh,Low,False.
NV,Low,VeryLow,399-9802,no,yes,Medium,Medium,VeryHigh,Medium,Medium,High,High,Medium,Medium,High,Medium,Low,VeryHigh,VeryHigh,True.
NC,Medium,VeryLow,366-7069,no,no,VeryLow,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Low,VeryHigh,Medium,False.
