State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
UT,0.331,0.069,407-5774,no,yes,0.471,0.371,0.709,0.371,0.539,0.359,0.539,0.312,0.634,0.313,0.57,0.25,0.57,0.0,False.
ME,0.843,1.0,413-4039,no,yes,0.471,0.501,0.842,0.501,0.426,0.576,0.426,0.424,0.218,0.424,0.39,0.25,0.391,0.222,False.
HI,0.095,0.069,343-2077,no,no,0.0,0.69,0.63,0.689,0.399,0.659,0.399,0.515,0.507,0.515,0.33,0.25,0.33,0.111,False.
OH,0.302,0.069,336-5661,no,no,0.0,0.39,0.642,0.39,0.629,0.618,0.629,0.651,0.57,0.652,0.49,0.2,0.491,0.0,False.
WV,0.314,1.0,355-4143,no,no,0.0,0.193,0.412,0.193,0.538,0.506,0.538,0.574,0.732,0.574,0.6,0.1,0.6,0.111,False.
OK,0.302,0.069,366-5918,no,no,0.0,0.571,0.527,0.571,0.85,0.618,0.85,0.347,0.599,0.347,0.5,0.1,0.5,0.111,False.
KY,0.302,1.0,368-7555,yes,no,0.0,0.359,0.624,0.359,0.571,0.565,0.571,0.495,0.775,0.496,0.705,0.2,0.706,0.111,True.
AL,0.822,0.0,408-2119,no,no,0.0,0.365,0.527,0.365,0.366,0.618,0.366,0.415,0.634,0.415,0.56,0.1,0.559,0.111,False.
MD,0.351,0.0,329-2789,no,no,0.0,0.645,0.533,0.645,0.613,0.629,0.613,0.625,0.415,0.625,0.65,0.15,0.65,0.444,False.
NE,0.372,1.0,334-1508,no,yes,0.725,0.463,0.648,0.463,0.643,0.676,0.643,0.684,0.43,0.684,0.46,0.2,0.459,0.0,False.
DC,0.31,0.069,337-1506,no,no,0.0,0.64,0.733,0.64,0.407,0.571,0.407,0.432,0.289,0.432,0.335,0.1,0.335,0.222,False.
TX,0.533,0.069,396-8400,no,no,0.0,0.344,0.77,0.344,0.522,0.306,0.522,0.664,0.521,0.664,0.715,0.1,0.715,0.111,False.
OH,0.227,0.0,349-2654,no,no,0.0,0.26,0.545,0.26,0.493,0.676,0.493,0.746,0.394,0.747,0.595,0.4,0.594,0.222,False.
DE,0.479,0.069,417-2716,no,no,0.0,0.481,0.83,0.481,0.664,0.629,0.664,0.488,0.514,0.489,0.775,0.2,0.776,0.0,False.
IA,0.256,1.0,402-1725,no,no,0.0,0.438,0.491,0.438,0.79,0.676,0.79,0.557,0.366,0.557,0.325,0.25,0.326,0.222,False.
VT,0.517,0.069,403-3229,no,no,0.0,0.645,0.533,0.645,0.386,0.671,0.386,0.499,0.542,0.5,0.32,0.1,0.32,0.0,False.
OR,0.541,1.0,353-6056,no,no,0.0,0.547,0.648,0.547,0.569,0.747,0.569,0.669,0.387,0.669,0.63,0.1,0.63,0.111,False.
NV,0.331,0.069,399-9802,no,yes,0.549,0.479,0.891,0.479,0.524,0.618,0.524,0.457,0.493,0.457,0.46,0.3,0.459,0.444,True.
NC,0.5,0.069,366-7069,no,no,0.0,0.513,0.533,0.513,0.399,0.453,0.399,0.566,0.613,0.567,0.575,0.3,0.576,0.222,False.
NJ,0.186,0.0,332-5949,no,no,0.0,0.734,0.406,0.734,0.718,0.535,0.718,0.487,0.521,0.488,0.67,0.25,0.67,0.222,True.
MN,0.616,0.069,393-6376,no,yes,0.549,0.497,0.455,0.497,0.467,0.471,0.467,0.48,0.683,0.48,0.55,0.2,0.55,0.111,False.
ID,0.405,0.0,354-7025,no,no,0.0,0.455,0.503,0.455,0.427,0.712,0.427,0.625,0.57,0.626,0.42,0.15,0.42,0.111,False.
AL,0.355,0.0,351-6585,no,no,0.0,0.676,0.752,0.676,0.612,0.512,0.612,0.404,0.338,0.404,0.55,0.15,0.55,0.111,False.
AK,0.442,0.069,330-5462,no,no,0.0,0.294,0.782,0.294,0.666,0.606,0.666,0.395,0.394,0.396,0.395,0.15,0.394,0.111,False.
VT,0.413,0.069,407-2292,no,no,0.0,0.438,0.539,0.438,0.643,0.524,0.643,0.466,0.31,0.466,0.58,0.1,0.58,0.444,False.
PA,0.215,0.069,340-3011,no,no,0.0,0.585,0.521,0.585,0.441,0.559,0.441,0.34,0.768,0.34,0.535,0.1,0.535,0.333,False.
AK,0.541,0.069,345-9153,no,yes,0.765,0.501,0.564,0.501,0.515,0.553,0.515,0.544,0.599,0.545,0.43,0.15,0.43,0.222,False.
CA,0.649,1.0,379-5503,no,no,0.0,0.444,0.745,0.444,0.616,0.659,0.617,0.532,0.585,0.533,0.43,0.4,0.43,0.222,False.
MS,0.467,0.069,389-6790,no,yes,0.667,0.44,0.661,0.44,0.609,0.835,0.609,0.498,0.493,0.499,0.515,0.25,0.515,0.0,False.
AR,0.314,0.069,408-3610,no,yes,0.451,0.598,0.442,0.598,0.505,0.371,0.505,0.49,0.549,0.491,0.355,0.15,0.356,0.222,False.
NV,0.591,0.069,375-8238,yes,no,0.0,0.428,0.418,0.428,0.786,0.429,0.786,0.45,0.62,0.451,0.47,0.75,0.47,0.0,False.
AL,0.372,1.0,378-5633,no,yes,0.451,0.662,0.588,0.662,0.511,0.518,0.511,0.45,0.669,0.45,0.615,0.15,0.615,0.333,False.
GA,0.236,0.0,389-9120,no,no,0.0,0.471,0.606,0.471,0.318,0.512,0.318,0.459,0.599,0.459,0.64,0.25,0.641,0.222,False.
AR,0.017,0.069,380-2758,no,no,0.0,0.568,0.642,0.568,0.515,0.071,0.515,0.513,0.366,0.513,0.665,0.15,0.665,0.333,False.
MA,0.397,0.0,402-2728,no,no,0.0,0.62,0.491,0.62,0.881,0.3,0.881,0.343,0.542,0.343,0.21,0.15,0.209,0.0,False.
NJ,0.438,0.069,354-9062,no,no,0.0,0.605,0.576,0.605,0.413,0.518,0.413,0.529,0.549,0.529,0.385,0.1,0.385,0.333,False.
MO,0.583,0.069,417-2054,no,yes,0.588,0.439,0.455,0.439,0.456,0.571,0.456,0.664,0.352,0.664,0.54,0.25,0.541,0.111,False.
NY,0.033,0.0,353-1941,no,yes,0.608,0.552,0.788,0.552,0.557,0.576,0.557,0.452,0.486,0.452,0.665,0.1,0.665,0.111,False.
AZ,0.298,0.069,328-1522,no,no,0.0,0.5,0.788,0.5,0.682,0.618,0.682,0.267,0.366,0.267,0.61,0.2,0.609,0.0,False.
NJ,0.194,1.0,408-4529,no,yes,0.431,0.433,0.382,0.433,0.712,0.771,0.712,0.646,0.535,0.646,0.785,0.25,0.785,0.222,True.
WV,0.174,0.0,417-5320,no,no,0.0,0.656,0.891,0.656,0.513,0.712,0.513,0.283,0.472,0.283,0.46,0.15,0.459,0.0,False.
NM,0.5,0.0,370-9755,no,yes,0.647,0.499,0.624,0.498,0.682,0.618,0.683,0.38,0.585,0.381,0.675,0.15,0.676,0.111,True.
SC,0.38,0.069,372-4835,no,no,0.0,0.542,0.412,0.542,0.721,0.376,0.721,0.287,0.415,0.288,0.44,0.2,0.441,0.0,False.
VT,0.347,0.069,334-6605,no,no,0.0,0.503,0.739,0.503,0.618,0.724,0.619,0.528,0.12,0.528,0.575,0.05,0.576,0.111,False.
TN,0.24,0.069,399-5564,no,no,0.0,0.459,0.576,0.459,0.691,0.382,0.691,0.673,0.451,0.673,0.25,0.25,0.25,0.333,False.
LA,0.355,0.069,392-2887,no,no,0.0,0.652,0.545,0.652,0.448,0.582,0.448,0.352,0.401,0.352,0.59,0.15,0.591,0.111,False.
OH,0.562,0.0,328-2110,no,no,0.0,0.41,0.545,0.41,0.499,0.588,0.5,0.282,0.423,0.282,0.615,0.1,0.615,0.0,False.
OR,0.083,1.0,383-5976,no,yes,0.608,0.387,0.545,0.387,0.745,0.494,0.745,0.419,0.394,0.42,0.475,0.35,0.476,0.667,False.
DE,0.529,1.0,332-6181,no,no,0.0,0.953,0.715,0.953,0.528,0.612,0.528,0.451,0.352,0.451,0.52,0.3,0.52,0.0,True.
KY,0.426,0.069,330-5255,no,no,0.0,0.372,0.467,0.372,0.361,0.688,0.361,0.65,0.211,0.65,0.65,0.3,0.65,0.0,False.
GA,0.38,0.0,413-5190,no,yes,0.412,0.383,0.636,0.382,0.447,0.753,0.447,0.439,0.401,0.44,0.59,0.1,0.591,0.444,True.
VT,0.256,0.069,394-7447,no,no,0.0,0.792,0.618,0.792,0.732,0.671,0.732,0.54,0.599,0.54,0.655,0.2,0.656,0.444,True.
OR,0.661,0.069,353-7096,no,no,0.0,0.3,0.424,0.3,0.591,0.718,0.591,0.539,0.655,0.539,0.39,0.25,0.391,0.0,False.
TX,0.202,1.0,395-6002,no,no,0.0,0.538,0.57,0.538,0.561,0.612,0.561,0.346,0.641,0.346,0.58,0.4,0.58,0.333,False.
MO,0.421,0.0,372-9816,no,yes,0.471,0.319,0.515,0.319,0.659,0.6,0.659,0.659,0.338,0.659,0.345,0.2,0.344,0.111,False.
ND,0.343,0.069,400-7253,no,yes,0.647,0.454,0.642,0.454,0.412,0.594,0.412,0.512,0.528,0.512,0.65,0.9,0.65,0.111,False.
MN,0.376,1.0,344-7470,no,no,0.0,0.605,0.636,0.605,0.618,0.694,0.618,0.533,0.507,0.533,0.45,0.2,0.45,0.111,False.
NV,0.314,0.069,378-8572,no,no,0.0,0.406,0.679,0.406,0.842,0.653,0.842,0.466,0.345,0.466,0.495,0.05,0.494,0.111,False.
NY,0.26,0.069,345-9140,yes,no,0.0,0.989,0.333,0.989,0.686,0.465,0.686,0.678,0.486,0.678,0.665,0.45,0.665,0.111,True.
FL,0.653,0.069,340-5460,no,yes,0.294,0.325,0.618,0.325,0.4,0.859,0.4,0.463,0.732,0.463,0.59,0.45,0.591,0.111,False.
KS,0.45,0.069,369-8024,yes,yes,0.529,0.764,0.624,0.764,0.724,0.435,0.724,0.417,0.514,0.417,0.415,0.1,0.415,0.111,True.
NV,0.566,1.0,395-8595,no,no,0.0,0.489,0.709,0.489,0.317,0.753,0.317,0.541,0.577,0.542,0.85,0.2,0.85,0.333,False.
NV,0.731,0.0,359-4587,no,no,0.0,0.785,0.909,0.785,0.516,0.365,0.516,0.333,0.655,0.334,0.68,0.15,0.68,0.111,False.
SC,0.153,0.069,375-5439,no,yes,0.608,0.562,0.715,0.562,0.687,0.412,0.687,0.742,0.5,0.742,0.195,0.1,0.194,0.0,False.
MI,0.202,0.069,361-3779,no,yes,0.686,0.549,0.588,0.549,0.372,0.594,0.372,0.519,0.479,0.519,0.395,0.1,0.394,0.222,False.
MI,0.182,1.0,375-8934,no,yes,0.51,0.261,0.63,0.261,0.414,0.7,0.414,0.108,0.493,0.108,0.385,0.25,0.385,0.111,False.
TN,0.285,1.0,395-4757,no,no,0.0,0.36,0.6,0.36,0.389,0.624,0.39,0.626,0.444,0.626,0.48,0.1,0.48,0.0,False.
NY,0.603,1.0,421-7205,no,yes,0.647,0.717,0.648,0.717,0.644,0.647,0.644,0.512,0.38,0.512,0.52,0.3,0.52,0.333,False.
NV,0.384,1.0,379-8805,no,no,0.0,0.543,0.655,0.543,0.419,0.559,0.419,0.327,0.451,0.327,0.375,0.25,0.376,0.111,False.
IL,0.736,1.0,348-2150,no,no,0.0,0.331,0.612,0.331,0.555,0.582,0.555,0.427,0.493,0.427,0.58,0.25,0.58,0.0,False.
MS,0.475,0.069,417-9128,no,no,0.0,0.619,0.552,0.619,0.594,0.559,0.594,0.336,0.303,0.336,0.565,0.15,0.565,0.222,False.
ND,0.24,1.0,351-4226,no,no,0.0,0.511,0.485,0.511,0.639,0.582,0.639,0.41,0.507,0.411,0.735,0.15,0.735,0.0,False.
NC,0.678,0.069,330-6630,no,no,0.0,0.592,0.661,0.592,0.453,0.553,0.453,0.084,0.408,0.084,0.395,0.15,0.394,0.0,False.
MI,0.545,0.0,387-9137,no,no,0.0,0.79,0.836,0.79,0.628,0.688,0.628,0.253,0.493,0.253,0.64,0.2,0.641,0.222,True.
TN,0.574,0.069,372-3987,no,no,0.0,0.357,0.509,0.357,0.461,0.712,0.461,0.639,0.43,0.639,0.42,0.2,0.42,0.111,False.
VT,0.38,0.0,408-5183,no,yes,0.627,0.394,0.552,0.394,0.46,0.424,0.46,0.58,0.577,0.58,0.34,0.15,0.341,0.222,False.
OK,0.211,1.0,412-9357,no,yes,0.745,0.483,0.533,0.483,0.621,0.571,0.621,0.4,0.373,0.4,0.41,0.15,0.409,0.0,False.
DE,0.26,0.069,402-3599,no,yes,0.529,0.574,0.612,0.574,0.395,0.524,0.395,0.342,0.662,0.342,0.615,0.15,0.615,0.111,False.
ND,0.045,1.0,379-5211,yes,no,0.0,0.618,0.709,0.618,0.32,0.741,0.32,0.529,0.542,0.53,0.49,0.2,0.491,0.222,False.
OR,0.194,0.069,405-9217,no,no,0.0,0.543,0.558,0.543,0.873,0.5,0.873,0.296,0.563,0.296,0.415,0.2,0.415,0.222,False.
NY,0.744,0.0,340-9200,no,no,0.0,0.408,0.552,0.408,0.538,0.341,0.538,0.538,0.437,0.539,0.3,0.35,0.3,0.111,False.
MO,0.69,0.069,339-9026,no,yes,0.824,0.278,0.345,0.278,0.56,0.576,0.56,0.405,0.641,0.406,0.57,0.1,0.57,0.222,False.
FL,0.636,0.069,343-4772,no,no,0.0,0.517,0.673,0.517,0.461,0.541,0.461,0.391,0.627,0.391,0.565,0.15,0.565,0.333,False.
ND,0.43,1.0,345-2108,no,no,0.0,0.702,0.503,0.702,0.704,0.594,0.705,0.392,0.831,0.393,0.19,0.2,0.191,0.0,False.
NY,0.041,0.069,401-4650,no,no,0.0,0.409,0.788,0.409,0.796,0.294,0.796,0.459,0.472,0.46,0.485,0.3,0.485,0.222,False.
ND,0.748,0.069,400-3945,no,no,0.0,0.299,0.673,0.299,0.546,0.706,0.546,0.632,0.408,0.632,0.4,0.25,0.4,0.222,False.
NY,0.426,0.069,338-3781,no,no,0.0,0.445,0.564,0.445,0.531,0.318,0.531,0.537,0.43,0.537,0.655,0.25,0.656,0.111,False.
OH,0.417,0.069,342-6316,no,no,0.0,0.327,0.758,0.327,0.225,0.741,0.225,0.756,0.479,0.756,0.6,0.2,0.6,0.0,False.
AL,0.5,0.069,336-5920,no,no,0.0,0.663,0.582,0.663,0.565,0.706,0.565,0.512,0.408,0.513,0.595,0.1,0.594,0.0,False.
SC,0.165,0.069,332-1060,no,no,0.0,0.409,0.709,0.409,0.419,0.635,0.419,0.46,0.542,0.461,0.43,0.15,0.43,0.111,False.
GA,0.541,0.069,418-3426,no,no,0.0,0.504,0.8,0.504,0.671,0.471,0.671,0.412,0.613,0.412,0.455,0.2,0.456,0.222,False.
WY,0.31,0.069,408-6326,no,no,0.0,0.751,0.897,0.751,0.633,0.406,0.633,0.396,0.479,0.397,0.57,0.25,0.57,0.111,True.
WV,0.05,0.069,334-6142,no,no,0.0,0.417,0.448,0.417,0.408,0.541,0.408,0.52,0.444,0.521,0.565,0.15,0.565,0.111,False.
HI,0.471,0.069,336-6128,no,yes,0.647,0.413,0.436,0.413,0.535,0.924,0.535,0.589,0.739,0.589,0.71,0.15,0.709,0.222,False.
WV,0.273,0.0,406-6708,no,no,0.0,0.478,0.552,0.478,0.461,0.406,0.461,0.234,0.268,0.234,0.42,0.6,0.42,0.111,False.
LA,0.632,1.0,388-8670,no,no,0.0,0.476,0.6,0.476,0.426,0.571,0.426,0.447,0.394,0.447,0.36,0.25,0.359,0.0,False.
AR,0.409,1.0,363-5853,no,no,0.0,0.406,0.527,0.406,0.538,0.518,0.538,0.266,0.592,0.266,0.39,0.4,0.391,0.222,False.
AK,0.599,1.0,383-6544,yes,no,0.0,0.379,0.394,0.379,0.723,0.547,0.723,0.514,0.669,0.514,0.56,0.15,0.559,0.111,False.
DC,0.607,0.069,378-2940,no,yes,0.216,0.721,0.782,0.721,0.782,0.518,0.782,0.644,0.465,0.645,0.615,0.05,0.615,0.111,False.
AL,0.273,0.069,338-7683,no,yes,0.549,0.271,0.57,0.271,0.801,0.429,0.801,0.367,0.57,0.367,0.5,0.1,0.5,0.222,False.
UT,0.661,1.0,329-2786,yes,no,0.0,0.554,0.642,0.553,0.686,0.618,0.686,0.623,0.676,0.623,0.645,0.05,0.644,0.111,True.
KS,0.285,0.069,369-9465,no,no,0.0,0.635,0.691,0.635,0.594,0.665,0.594,0.539,0.627,0.539,0.0,0.0,0.0,0.111,False.
MN,0.475,1.0,337-3769,no,no,0.0,0.575,0.497,0.575,0.637,0.559,0.637,0.546,0.683,0.546,0.825,0.25,0.826,0.0,False.
VA,0.405,0.069,400-6257,no,yes,0.824,0.616,0.758,0.616,0.639,0.612,0.639,0.517,0.472,0.518,0.465,0.2,0.465,0.222,True.
UT,0.355,0.069,411-6663,no,no,0.0,0.417,0.655,0.417,0.472,0.6,0.472,0.388,0.232,0.389,0.265,0.45,0.265,0.111,False.
IN,0.355,1.0,384-3101,no,no,0.0,0.669,0.515,0.669,0.387,0.535,0.388,0.487,0.423,0.487,0.475,0.25,0.476,0.111,False.
CT,0.285,0.0,339-5329,no,no,0.0,0.566,0.673,0.566,0.588,0.676,0.588,0.398,0.507,0.398,0.53,0.3,0.53,0.222,False.
DE,0.537,0.0,388-9944,no,no,0.0,0.269,0.485,0.269,0.591,0.594,0.591,0.421,0.528,0.421,0.655,0.45,0.656,0.222,False.
VT,0.488,1.0,403-1769,no,no,0.0,0.543,0.448,0.543,0.593,0.665,0.593,0.371,0.549,0.371,0.5,0.05,0.5,0.222,False.
MO,0.488,0.0,390-1612,no,yes,0.627,0.406,0.467,0.406,0.572,0.741,0.573,0.398,0.486,0.397,0.6,0.1,0.6,0.333,False.
RI,0.355,1.0,421-7214,yes,no,0.0,0.383,0.485,0.382,0.454,0.418,0.454,0.403,0.486,0.403,0.535,0.25,0.535,0.0,False.
CA,0.459,0.069,338-6962,no,no,0.0,0.319,0.558,0.319,0.313,0.841,0.313,0.332,0.324,0.333,0.705,0.15,0.706,0.556,True.
RI,0.306,0.069,333-9826,no,no,0.0,0.35,0.539,0.35,0.581,0.612,0.581,0.641,0.408,0.641,0.535,0.1,0.535,0.222,False.
CT,0.616,1.0,411-8549,no,no,0.0,0.54,0.467,0.54,0.607,0.618,0.608,0.58,0.592,0.58,0.46,0.25,0.459,0.444,False.
IN,0.661,1.0,381-9234,no,yes,0.745,0.685,0.679,0.685,0.555,0.6,0.555,0.492,0.556,0.492,0.805,0.3,0.806,0.0,False.
FL,0.372,1.0,387-9855,yes,yes,0.471,0.267,0.679,0.267,0.504,0.753,0.504,0.585,0.704,0.585,0.495,0.15,0.494,0.0,False.
KS,0.508,0.069,371-6990,no,no,0.0,0.452,0.63,0.452,0.581,0.453,0.581,0.42,0.5,0.42,0.51,0.4,0.509,0.333,False.
NY,0.384,1.0,417-3046,yes,no,0.0,0.693,0.661,0.693,0.404,0.518,0.404,0.193,0.465,0.193,0.36,0.2,0.359,0.444,False.
TX,0.893,0.0,385-7082,no,no,0.0,0.503,0.697,0.503,0.437,0.753,0.437,0.762,0.521,0.763,0.465,0.15,0.465,0.444,False.
RI,0.649,1.0,365-5886,no,no,0.0,0.63,0.782,0.63,0.666,0.635,0.666,0.565,0.296,0.565,0.32,0.25,0.32,0.0,False.
NV,0.417,0.069,373-5196,no,no,0.0,0.412,0.527,0.412,0.733,0.753,0.733,0.523,0.183,0.523,0.355,0.35,0.356,0.0,False.
UT,0.347,1.0,327-6194,no,no,0.0,0.605,0.648,0.605,0.628,0.606,0.628,0.377,0.585,0.377,0.385,0.15,0.385,0.0,False.
OK,0.322,1.0,381-4565,no,no,0.0,0.419,0.436,0.419,0.456,0.6,0.456,0.592,0.521,0.592,0.42,0.45,0.42,0.111,False.
MN,0.57,1.0,357-9832,no,yes,0.49,0.274,0.679,0.274,0.492,0.412,0.492,0.427,0.359,0.427,0.645,0.5,0.644,0.222,False.
NC,0.421,0.069,396-4845,no,no,0.0,0.751,0.715,0.751,0.492,0.406,0.492,0.515,0.556,0.515,0.515,0.1,0.515,0.0,False.
OR,0.401,0.069,378-6772,yes,no,0.0,0.036,0.406,0.036,0.706,0.529,0.706,0.393,0.387,0.393,0.385,0.45,0.385,0.111,False.
NH,0.318,0.0,353-4296,no,no,0.0,0.463,0.703,0.463,0.529,0.506,0.529,0.585,0.472,0.585,0.505,0.15,0.506,0.222,False.
AK,0.202,0.0,362-8331,no,no,0.0,0.523,0.648,0.523,0.161,0.694,0.161,0.483,0.465,0.483,0.435,0.15,0.435,0.111,False.
OR,0.661,0.069,362-4685,no,no,0.0,0.508,0.661,0.508,0.403,0.506,0.403,0.308,0.317,0.308,0.425,0.1,0.426,0.111,False.
KS,0.273,0.0,383-1431,no,no,0.0,0.574,0.612,0.574,0.268,0.718,0.269,0.482,0.606,0.482,0.35,0.15,0.35,0.0,False.
WV,0.351,0.069,332-2258,no,yes,0.745,0.351,0.958,0.351,0.368,0.7,0.368,0.309,0.493,0.31,0.665,0.2,0.665,0.111,False.
GA,0.376,1.0,375-8304,no,no,0.0,0.593,0.758,0.593,0.547,0.447,0.547,0.143,0.451,0.143,0.43,0.3,0.43,0.0,False.
NM,0.715,0.069,340-5580,no,no,0.0,0.682,0.436,0.682,0.518,0.729,0.518,0.222,0.585,0.222,0.44,0.15,0.441,0.111,False.
OH,0.508,1.0,362-1490,no,no,0.0,0.55,0.588,0.55,0.247,0.582,0.247,0.402,0.5,0.403,0.765,0.15,0.765,0.111,False.
ND,0.541,0.069,336-4281,no,yes,0.608,0.497,0.612,0.497,0.675,0.618,0.676,0.402,0.303,0.403,0.515,0.45,0.515,0.111,False.
RI,0.781,0.069,361-1315,no,yes,0.51,0.333,0.43,0.333,0.401,0.518,0.401,0.409,0.493,0.409,0.495,0.15,0.494,0.111,False.
HI,0.413,1.0,342-5906,no,no,0.0,0.267,0.77,0.267,0.412,0.612,0.412,0.586,0.585,0.586,0.535,0.1,0.535,0.111,False.
WY,0.76,0.069,405-7904,yes,yes,0.588,0.439,0.691,0.439,0.326,0.624,0.326,0.633,0.507,0.633,0.645,0.15,0.644,0.222,False.
NY,0.277,0.069,349-4762,no,yes,0.569,0.683,0.497,0.683,0.56,0.618,0.56,0.389,0.261,0.389,0.495,0.3,0.494,0.0,False.
KS,0.479,1.0,385-3263,no,yes,0.49,0.616,0.848,0.616,0.616,0.406,0.616,0.658,0.556,0.659,0.59,0.2,0.591,0.0,False.
LA,0.483,0.0,405-9496,no,no,0.0,0.534,0.588,0.534,0.489,0.524,0.489,0.565,0.451,0.565,0.61,0.3,0.609,0.111,False.
PA,0.508,0.069,396-6775,no,no,0.0,0.477,0.721,0.477,0.641,0.841,0.641,0.232,0.577,0.233,0.515,0.25,0.515,0.0,False.
NV,0.087,1.0,393-6475,no,no,0.0,0.457,0.655,0.457,0.6,0.518,0.6,0.456,0.577,0.457,0.625,0.2,0.626,0.111,False.
MN,0.306,0.069,379-7779,no,no,0.0,0.408,0.558,0.408,0.575,0.835,0.575,0.403,0.444,0.403,0.595,0.45,0.594,0.111,False.
PA,0.55,0.0,408-8650,no,no,0.0,0.585,0.739,0.585,0.661,0.912,0.661,0.419,0.521,0.42,0.25,0.45,0.25,0.111,False.
MO,0.674,0.0,400-3497,no,yes,0.49,0.625,0.533,0.625,0.417,0.582,0.417,0.072,0.19,0.072,0.715,0.3,0.715,0.111,False.
NY,0.178,1.0,407-9244,no,no,0.0,0.408,0.467,0.408,0.467,0.671,0.467,0.518,0.31,0.518,0.38,0.2,0.38,0.111,False.
ME,0.727,0.069,406-8809,no,no,0.0,0.664,0.642,0.664,0.482,0.571,0.482,0.508,0.31,0.509,0.625,0.35,0.626,0.222,False.
NH,0.45,0.0,358-1778,no,no,0.0,0.462,0.491,0.462,0.681,0.524,0.681,0.356,0.465,0.356,0.445,0.4,0.444,0.0,False.
WY,0.215,0.069,337-4339,no,yes,0.529,0.074,0.721,0.074,0.568,0.565,0.568,0.551,0.218,0.551,0.325,0.35,0.326,0.111,False.
NY,0.442,0.069,344-7197,no,no,0.0,0.44,0.745,0.439,0.309,0.506,0.309,0.6,0.296,0.601,0.77,0.2,0.77,0.444,True.
ME,0.326,0.0,333-7631,no,no,0.0,0.919,0.685,0.919,0.61,0.559,0.61,0.375,0.634,0.376,0.335,0.4,0.335,0.0,True.
MN,0.649,0.0,372-6623,no,no,0.0,0.598,0.679,0.598,0.608,0.482,0.609,0.502,0.423,0.503,0.41,0.15,0.409,0.111,False.
OH,0.467,0.069,363-2602,no,no,0.0,0.546,0.533,0.546,0.482,0.459,0.482,0.53,0.599,0.53,0.0,0.0,0.0,0.0,False.
NC,0.26,0.0,387-7757,no,yes,0.373,0.83,0.909,0.83,0.623,0.724,0.623,0.527,0.239,0.527,0.375,0.1,0.376,0.111,False.
SD,0.36,0.069,397-5381,no,no,0.0,0.615,0.697,0.615,0.594,0.5,0.595,0.398,0.225,0.399,0.59,0.05,0.591,0.333,False.
UT,0.335,1.0,406-4604,yes,no,0.0,0.595,0.612,0.595,0.588,0.512,0.588,0.409,0.373,0.409,0.62,0.3,0.62,0.333,False.
KY,0.455,0.069,376-9513,no,no,0.0,0.729,0.588,0.729,0.561,0.759,0.561,0.398,0.359,0.399,0.615,0.25,0.615,0.333,False.
MT,0.244,0.0,360-1852,no,no,0.0,0.72,0.588,0.72,0.608,0.712,0.608,0.233,0.472,0.234,0.62,0.2,0.62,0.222,False.
NJ,0.463,0.0,421-7270,no,no,0.0,0.377,0.436,0.377,0.681,0.629,0.681,0.6,0.634,0.6,0.345,0.3,0.344,0.333,False.
FL,0.446,0.0,371-9482,no,no,0.0,0.619,0.697,0.619,0.569,0.835,0.569,0.658,0.514,0.659,0.41,0.2,0.409,0.111,False.
IN,0.43,1.0,337-4101,no,yes,0.824,0.29,0.479,0.29,0.613,0.571,0.613,0.587,0.31,0.588,0.645,0.1,0.644,0.0,False.
DE,0.347,1.0,420-2796,no,no,0.0,0.603,0.606,0.603,0.508,0.518,0.508,0.38,0.69,0.38,0.665,0.2,0.665,0.222,False.
AL,0.537,1.0,366-4225,no,no,0.0,0.437,0.521,0.437,0.546,0.476,0.546,0.38,0.352,0.38,0.52,0.15,0.52,0.0,False.
ME,0.24,1.0,398-4567,no,no,0.0,0.474,0.576,0.474,0.658,0.512,0.658,0.269,0.528,0.269,0.5,0.15,0.5,0.222,False.
SD,0.607,0.0,388-4571,no,no,0.0,0.528,0.527,0.528,0.469,0.565,0.468,0.382,0.5,0.382,0.475,0.65,0.476,0.111,False.
VA,0.864,0.0,360-8666,no,no,0.0,0.298,0.733,0.298,0.411,0.418,0.411,0.624,0.239,0.624,0.325,0.4,0.326,0.222,False.
AK,0.471,0.069,333-3704,no,no,0.0,0.699,0.636,0.699,0.437,0.641,0.437,0.556,0.289,0.556,0.36,0.4,0.359,0.0,False.
ID,0.434,1.0,383-2566,no,no,0.0,0.782,0.727,0.782,0.546,0.482,0.546,0.37,0.204,0.371,0.3,0.15,0.3,0.111,False.
RI,0.38,0.069,406-5584,no,no,0.0,0.281,0.473,0.281,0.686,0.759,0.687,0.605,0.57,0.605,0.71,0.2,0.709,0.111,False.
KY,0.231,0.069,344-4691,no,yes,0.569,0.798,0.733,0.798,0.613,0.641,0.613,0.615,0.43,0.615,0.65,0.1,0.65,0.111,False.
ND,0.401,1.0,347-9737,no,no,0.0,0.534,0.77,0.534,0.538,0.518,0.538,0.427,0.676,0.427,0.255,0.2,0.256,0.111,False.
HI,0.645,0.069,333-7961,no,no,0.0,0.787,0.576,0.787,0.456,0.7,0.456,0.345,0.324,0.345,0.11,0.2,0.109,0.333,False.
WI,0.475,0.069,364-2439,no,yes,0.686,0.571,0.63,0.571,0.75,0.524,0.75,0.515,0.472,0.515,0.415,0.2,0.415,0.111,False.
