State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
NE,2.209,-0.524,417-7888,no,yes,2.185,1.413,-0.121,1.413,-0.996,0.998,-0.996,-1.54,-0.67,-1.538,0.417,-0.601,0.419,1.093,False.
ND,0.551,-0.689,383-8364,no,no,-0.592,-0.38,-0.321,-0.379,0.801,0.948,0.802,0.03,1.017,0.031,-1.339,-1.414,-1.333,-0.428,False.
AK,0.224,-0.689,396-2335,no,no,-0.592,-1.463,-0.52,-1.463,0.637,-0.357,0.637,0.07,-2.203,0.071,0.309,1.431,0.312,1.093,False.
CO,-0.956,-0.524,408-4530,no,yes,1.746,-2.734,0.626,-2.734,-0.276,0.647,-0.275,0.592,0.046,0.594,-0.587,1.024,-0.59,-0.428,False.
ME,1.882,-0.524,408-6621,no,no,-0.592,0.797,-1.218,0.797,0.265,1.551,0.264,-0.919,-1.028,-0.918,-0.049,-1.008,-0.046,1.093,False.
SC,0.174,1.719,393-7522,no,no,-0.592,0.14,0.028,0.14,-0.021,1.3,-0.022,0.301,0.352,0.299,0.846,1.431,0.843,-0.428,False.
MN,-2.212,1.719,338-7120,no,yes,0.943,2.494,0.227,2.494,0.156,-1.462,0.157,1.171,1.17,1.169,0.667,-0.601,0.671,1.093,False.
CO,-0.755,-0.524,357-4265,no,no,-0.592,1.794,0.178,1.795,-1.364,1.048,-1.365,-1.463,0.046,-1.463,-0.73,-1.008,-0.736,-0.428,False.
KS,-0.328,-0.524,398-8801,no,no,-0.592,0.184,0.526,0.184,-0.073,0.044,-0.073,0.665,0.557,0.664,1.67,-0.601,1.666,0.332,False.
MS,0.903,1.719,346-2347,no,no,-0.592,-0.598,0.925,-0.599,-0.161,-0.458,-0.161,-0.557,0.25,-0.558,-0.013,-0.195,-0.019,-0.428,False.
NE,-0.479,-0.689,343-2741,no,no,-0.592,0.111,-3.211,0.111,1.489,1.701,1.489,-0.173,0.199,-0.175,-1.625,1.024,-1.625,1.853,False.
NJ,-0.228,1.719,420-8242,no,yes,1.527,-0.448,0.477,-0.447,-0.246,0.195,-0.247,1.068,0.914,1.068,-0.801,-0.195,-0.802,1.093,False.
WI,1.606,1.719,402-7746,no,no,-0.592,-0.47,-0.47,-0.47,1.334,0.396,1.333,-0.239,-0.057,-0.237,0.237,-0.195,0.233,3.374,False.
MT,-0.127,-0.524,332-1494,no,no,-0.592,-1.509,-0.121,-1.509,-1.883,0.898,-1.882,0.382,0.25,0.383,0.488,1.837,0.485,-0.428,False.
AR,1.38,-0.524,388-6223,no,no,-0.592,-0.018,-0.321,-0.018,-0.445,-0.156,-0.446,-0.626,-1.181,-0.628,-0.981,-0.601,-0.975,-0.428,False.
WA,-0.956,-0.689,404-9539,no,no,-0.592,-0.56,0.178,-0.56,1.432,-1.261,1.433,0.113,-1.437,0.115,-0.407,-0.195,-0.404,-1.188,False.
NH,-1.609,-0.524,341-7332,no,no,-0.592,0.482,-0.57,0.481,-0.295,-0.608,-0.295,2.101,-0.721,2.101,-0.658,2.65,-0.656,-1.188,False.
IA,-0.077,-0.524,338-7886,no,no,-0.592,0.68,-0.719,0.68,-0.201,0.697,-0.2,-0.264,-1.079,-0.263,0.273,1.837,0.273,-1.188,False.
WV,0.501,-0.524,332-5596,no,no,-0.592,-1.404,0.477,-1.404,-1.418,-0.909,-1.418,-0.668,0.659,-0.668,0.166,-0.601,0.166,-1.188,False.
RI,-0.177,-0.524,348-9945,no,no,-0.592,-0.741,-0.271,-0.741,-0.826,-0.407,-0.827,-1.437,1.477,-1.437,-0.909,-0.601,-0.908,-1.188,False.
KS,-0.052,-0.524,407-1896,no,no,-0.592,0.21,0.477,0.209,-0.731,0.095,-0.732,0.845,0.71,0.844,1.384,-0.601,1.387,-0.428,False.
MT,1.556,1.719,398-9408,no,yes,1.089,-0.363,0.178,-0.363,-0.228,-1.813,-0.228,0.574,0.914,0.576,0.058,1.024,0.06,-0.428,False.
MO,1.505,1.719,369-8005,no,no,-0.592,0.77,-0.271,0.77,-0.157,-0.909,-0.156,-0.134,0.659,-0.136,-1.339,-0.195,-1.333,1.093,False.
HI,-0.052,-0.524,346-2530,no,no,-0.592,-2.146,-0.969,-2.146,0.592,-1.813,0.593,-0.632,1.068,-0.633,-0.622,0.212,-0.616,-0.428,False.
CO,0.174,-0.524,400-5984,no,no,-0.592,0.658,-1.118,0.658,-0.112,0.948,-0.112,-0.128,-1.794,-0.127,-2.378,0.212,-2.381,-0.428,False.
CT,-0.429,1.719,351-1007,no,yes,2.477,-0.266,-0.171,-0.266,0.444,0.898,0.445,1.185,-1.437,1.187,-0.945,1.024,-0.948,1.093,False.
ID,-0.454,-0.524,345-5980,yes,yes,1.746,-1.562,0.526,-1.562,-0.919,-0.106,-0.92,-0.009,0.454,-0.008,0.13,0.618,0.127,0.332,False.
DC,0.953,1.719,368-8964,no,no,-0.592,0.43,-0.969,0.43,-0.956,-0.056,-0.957,-0.061,-1.232,-0.061,-0.192,-0.601,-0.192,0.332,False.
TN,-0.805,1.719,358-1912,no,no,-0.592,0.285,-1.517,0.285,0.31,0.396,0.31,1.167,0.966,1.169,0.811,-0.195,0.817,1.093,False.
WY,0.702,1.719,379-3132,no,no,-0.592,-0.662,0.676,-0.662,1.909,-0.106,1.909,0.232,-0.721,0.233,0.417,1.431,0.419,1.853,False.
MO,0.124,-0.524,340-9910,no,no,-0.592,-1.2,0.178,-1.2,-2.419,0.044,-2.418,0.629,-1.13,0.629,-3.667,-1.82,-3.668,0.332,False.
VA,1.43,-0.524,396-2719,no,no,-0.592,0.79,0.028,0.79,0.04,1.4,0.041,0.192,0.301,0.194,-1.196,-1.008,-1.2,0.332,False.
SD,1.681,-0.524,369-6204,no,yes,1.016,-0.071,-1.517,-0.072,0.211,0.245,0.21,-0.522,-0.977,-0.523,-1.052,0.212,-1.054,0.332,False.
WV,0.35,1.719,420-9971,yes,no,-0.592,1.288,-0.271,1.287,0.819,0.195,0.818,-0.972,1.068,-0.971,1.814,0.618,1.812,-0.428,True.
GA,-1.107,-0.689,410-3782,yes,yes,1.6,1.005,1.473,1.005,-0.114,0.797,-0.115,1.343,-0.312,1.345,0.417,-0.195,0.419,0.332,False.
AZ,-0.856,-0.524,404-4481,no,no,-0.592,0.568,0.776,0.568,0.359,-0.709,0.359,-0.419,-0.874,-0.417,-1.088,0.618,-1.094,-0.428,False.
AK,0.651,-0.689,383-9255,no,no,-0.592,0.046,1.174,0.046,-0.613,0.496,-0.613,-0.334,0.812,-0.334,-0.336,-0.601,-0.338,-0.428,False.
AK,-0.579,1.719,418-9385,no,no,-0.592,0.193,-0.62,0.193,-0.128,-0.558,-0.128,1.1,0.454,1.099,0.524,0.212,0.525,0.332,False.
CT,-0.027,-0.524,360-9676,no,yes,2.185,-0.049,-0.62,-0.049,-0.735,0.396,-0.736,0.827,-1.437,0.826,-1.016,-1.008,-1.014,-1.188,False.
UT,0.049,1.719,327-3587,no,yes,2.039,-1.7,-0.42,-1.7,-0.625,0.496,-0.625,-0.676,-1.028,-0.676,0.237,0.212,0.233,3.374,True.
KY,0.3,-0.524,385-4715,no,no,-0.592,0.658,-0.221,0.658,-0.149,1.35,-0.149,-1.888,0.761,-1.889,1.169,-0.601,1.175,-0.428,False.
MI,-0.579,1.719,414-2695,no,no,-0.592,-0.778,0.427,-0.778,0.722,-2.566,0.723,0.115,1.834,0.115,1.348,2.65,1.347,1.093,False.
OR,0.702,1.719,331-5999,no,yes,2.039,0.239,0.128,0.24,-0.473,-0.859,-0.472,0.309,0.914,0.308,2.208,0.212,2.21,-0.428,False.
TN,-1.107,1.719,337-7739,no,no,-0.592,-0.56,-0.022,-0.56,-0.015,0.496,-0.015,0.61,0.046,0.611,0.596,-0.601,0.591,0.332,False.
WV,-0.479,-0.689,388-6658,no,no,-0.592,-0.662,0.776,-0.662,-0.597,-0.056,-0.597,1.717,-0.261,1.719,-0.873,0.212,-0.869,-0.428,False.
NJ,-0.931,-0.524,405-6943,no,no,-0.592,0.827,0.526,0.827,-0.217,0.044,-0.217,0.406,0.506,0.405,-0.372,-1.008,-0.378,-0.428,False.
MS,-0.378,1.719,382-4084,no,yes,2.258,1.495,1.075,1.495,0.261,0.044,0.261,-0.909,0.046,-0.909,0.882,0.212,0.883,0.332,False.
ME,1.254,-0.524,352-8249,no,yes,1.308,0.307,-0.121,0.308,-0.497,0.546,-0.497,0.414,1.221,0.413,1.133,0.212,1.135,-1.188,False.
WY,-0.177,1.719,353-8363,no,no,-0.592,1.679,0.227,1.678,0.032,0.245,0.032,0.41,-2.51,0.409,0.452,-0.601,0.458,1.093,True.
WY,-0.278,-0.524,416-2825,no,no,-0.592,0.504,1.025,0.503,1.805,0.195,1.804,0.503,0.148,0.501,-0.801,-1.414,-0.802,0.332,False.
IN,-1.333,1.719,342-6696,no,no,-0.592,2.215,-0.321,2.215,-1.337,0.145,-1.337,-0.069,-0.312,-0.07,-1.088,0.212,-1.094,0.332,False.
NM,-0.403,-0.689,338-9210,no,yes,2.112,0.915,1.125,0.915,-1.354,-0.508,-1.353,0.218,-1.232,0.22,-0.264,1.431,-0.258,0.332,False.
NJ,-0.203,-0.524,328-1768,yes,yes,0.87,0.142,0.477,0.142,-0.615,-0.307,-0.616,-0.506,1.374,-0.505,0.667,-0.195,0.671,-0.428,False.
DC,1.706,-0.524,406-5870,yes,no,-0.592,-2.253,-0.121,-2.252,-0.025,-1.11,-0.026,1.46,0.148,1.459,-1.339,0.618,-1.333,1.093,False.
UT,-0.83,-0.524,398-3834,no,no,-0.592,-0.325,-0.719,-0.324,-0.907,-0.709,-0.906,-0.221,-0.67,-0.219,0.273,1.837,0.273,2.613,True.
KY,-0.253,-0.524,330-7754,yes,no,-0.592,-0.639,-0.57,-0.639,-0.497,0.095,-0.497,0.451,2.601,0.453,2.315,-0.601,2.316,0.332,True.
KS,-0.83,1.719,414-9054,no,no,-0.592,-0.372,1.125,-0.372,0.785,-0.357,0.786,0.186,-1.232,0.185,0.417,-0.601,0.419,-0.428,False.
MI,-0.002,1.719,350-2832,no,no,-0.592,0.201,-1.417,0.201,0.15,0.145,0.15,0.058,0.557,0.057,-0.515,1.431,-0.51,-0.428,False.
UT,-0.856,1.719,414-9027,no,yes,0.87,0.933,-3.012,0.933,-0.234,-2.114,-0.235,-0.765,0.761,-0.764,-0.3,-1.008,-0.298,-0.428,False.
NE,-0.881,-0.524,337-1225,no,no,-0.592,-2.677,1.623,-2.677,1.531,-1.964,1.53,-1.409,1.017,-1.41,0.452,-0.601,0.458,-1.188,False.
FL,0.375,-0.524,394-6577,no,yes,0.65,0.25,0.576,0.25,0.781,1.551,0.781,0.934,-0.108,0.932,0.417,-0.601,0.419,2.613,False.
LA,1.43,-0.689,359-6995,no,no,-0.592,0.408,1.274,0.408,-0.739,-0.709,-0.739,-0.108,-0.823,-0.11,0.058,0.618,0.06,-0.428,False.
MT,-0.579,-0.524,377-7561,no,no,-0.592,0.219,1.075,0.219,0.797,-0.608,0.797,0.052,-0.721,0.053,-0.407,0.212,-0.404,-0.428,False.
WA,0.45,-0.524,380-6631,no,yes,1.308,-0.339,-0.171,-0.339,0.973,0.496,0.974,-1.156,-0.414,-1.155,-1.303,1.431,-1.306,-0.428,False.
MI,0.476,-0.524,390-8876,no,no,-0.592,-0.536,-0.769,-0.536,-1.617,1.4,-1.616,0.633,1.17,0.633,-1.375,-1.008,-1.373,-0.428,False.
KY,1.355,1.719,413-2201,no,no,-0.592,0.089,0.078,0.088,-0.098,0.848,-0.098,0.507,1.119,0.506,-0.873,-1.414,-0.869,-0.428,False.
LA,0.124,-0.689,374-2073,no,no,-0.592,0.751,0.975,0.752,1.365,-0.257,1.366,-1.568,0.659,-1.569,-0.551,0.212,-0.55,-0.428,False.
NM,-0.353,1.719,417-1272,yes,no,-0.592,-0.229,0.925,-0.229,-0.049,0.948,-0.05,-1.34,-0.619,-1.34,0.273,0.618,0.273,-0.428,False.
AL,1.129,-0.524,358-1129,no,yes,1.746,-0.473,-1.018,-0.473,-0.305,-0.458,-0.305,-1.042,0.352,-1.041,-0.73,-0.195,-0.736,1.093,False.
MO,-0.002,-0.524,394-1211,no,yes,1.527,-1.077,0.776,-1.077,-0.288,-0.006,-0.289,0.807,-1.283,0.809,-0.049,0.618,-0.046,-1.188,False.
CO,-1.986,1.719,327-1319,no,yes,1.089,0.043,-0.321,0.043,-0.717,-2.064,-0.718,-1.425,0.097,-1.424,0.882,-0.195,0.883,1.093,False.
TX,-0.278,-0.524,399-4413,no,no,-0.592,-1.289,-0.62,-1.289,-1.25,0.396,-1.249,-0.814,1.068,-0.813,0.273,0.212,0.273,0.332,False.
NY,-1.509,-0.524,393-9985,no,no,-0.592,0.553,0.227,0.553,-1.56,0.245,-1.56,1.045,0.199,1.046,-0.228,-0.195,-0.232,-0.428,False.
OR,-0.805,-0.524,401-8377,no,no,-0.592,-0.225,-1.218,-0.225,0.811,-0.407,0.811,-1.971,0.148,-1.973,0.417,-0.195,0.419,0.332,False.
WY,-1.709,-0.524,331-3202,no,no,-0.592,0.627,-0.62,0.626,0.766,0.948,0.765,-1.032,-1.488,-1.032,-0.157,3.869,-0.152,0.332,False.
UT,0.275,-0.524,358-5953,no,no,-0.592,-1.175,0.377,-1.174,0.835,0.546,0.834,-0.322,-1.13,-0.321,1.026,0.212,1.029,-0.428,False.
LA,0.174,1.719,380-7624,no,yes,1.6,1.778,-0.072,1.778,0.377,0.647,0.377,-0.454,-0.261,-0.452,-0.157,0.618,-0.152,0.332,False.
NV,0.877,-0.524,416-5261,no,yes,0.943,-0.007,-0.62,-0.007,-0.392,-0.156,-0.393,2.37,1.017,2.369,-0.264,-0.195,-0.258,0.332,False.
NC,0.676,1.719,417-5067,no,no,-0.592,0.138,-0.819,0.138,1.377,-0.257,1.377,0.109,-1.641,0.11,-0.049,0.212,-0.046,-0.428,False.
NC,-1.86,-0.689,345-6515,no,no,-0.592,0.393,1.374,0.393,0.517,-0.006,0.517,-1.089,-0.465,-1.09,-0.658,-0.601,-0.656,0.332,False.
WY,1.505,-0.524,406-1349,yes,no,-0.592,0.18,-1.118,0.18,1.31,0.848,1.31,-0.324,1.886,-0.325,-3.202,0.618,-3.204,-0.428,False.
TN,-1.709,-0.524,360-9038,no,yes,1.966,0.129,1.174,0.129,1.184,-1.562,1.185,2.312,0.148,2.312,1.706,0.212,1.706,-1.188,False.
FL,0.476,-0.524,348-3444,no,yes,1.673,-0.482,-0.869,-0.482,0.357,-0.207,0.356,0.722,-1.232,0.721,0.417,-0.195,0.419,-1.188,False.
CA,0.3,-0.524,370-2892,no,no,-0.592,0.144,-0.171,0.143,0.142,0.898,0.143,-0.83,0.046,-0.83,-0.551,0.618,-0.55,0.332,False.
PA,0.526,-0.524,383-4061,yes,no,-0.592,0.939,1.573,0.938,0.833,-0.056,0.832,-0.365,-2.203,-0.364,0.273,-1.008,0.273,-1.188,True.
WV,1.179,-0.524,391-7937,no,yes,1.308,1.196,2.47,1.195,-1.636,1.902,-1.637,0.695,-0.465,0.695,1.778,-0.195,1.772,0.332,False.
NJ,-0.68,-0.524,389-4083,no,no,-0.592,0.939,-0.371,0.938,0.434,-1.11,0.435,-0.852,0.046,-0.852,-0.192,-1.008,-0.192,1.093,False.
MT,0.124,-0.524,410-9633,no,no,-0.592,0.135,0.178,0.135,0.971,0.848,0.971,-1.107,-0.977,-1.107,0.273,-0.601,0.273,-0.428,False.
MN,1.957,-0.524,418-9502,no,no,-0.592,-0.167,-2.314,-0.167,-0.195,0.396,-0.196,0.271,0.352,0.273,1.097,-0.195,1.095,-0.428,False.
WI,1.204,-0.524,339-6637,yes,yes,1.454,-0.971,-0.171,-0.971,-0.672,0.095,-0.671,-1.101,-1.181,-1.103,-0.515,-0.601,-0.51,2.613,True.
ID,-0.604,1.719,356-3403,no,no,-0.592,0.179,0.576,0.179,0.119,-0.257,0.12,0.262,-0.465,0.26,-0.372,1.024,-0.378,-1.188,False.
MA,0.651,-0.689,371-9457,yes,no,-0.592,-0.053,0.477,-0.053,-0.652,-0.006,-0.653,-0.369,1.937,-0.369,-0.909,-1.008,-0.908,-0.428,True.
OR,-0.529,-0.524,391-8087,no,no,-0.592,-0.343,-0.072,-0.343,-0.043,-0.96,-0.043,0.544,0.812,0.545,0.13,-0.195,0.127,-0.428,False.
MT,0.124,1.719,392-6420,no,no,-0.592,-0.191,0.327,-0.19,-0.075,-1.462,-0.075,0.026,-1.079,0.027,0.166,-0.195,0.166,-0.428,False.
AL,-1.006,-0.524,399-4094,no,yes,0.87,1.37,1.623,1.37,-0.775,-0.207,-0.776,0.999,-0.465,0.998,0.094,-0.195,0.1,-1.188,False.
ND,0.852,1.719,378-4013,yes,yes,1.162,-0.956,-2.314,-0.956,0.276,0.245,0.278,0.661,-0.823,0.659,-1.59,-0.195,-1.585,0.332,False.
LA,0.35,-0.524,386-6306,no,yes,1.308,-0.17,0.327,-0.17,0.32,-1.16,0.319,0.491,-1.488,0.492,1.205,0.212,1.201,3.374,False.
ND,1.656,-0.689,359-3618,yes,no,-0.592,0.722,-0.022,0.722,0.827,-0.508,0.827,-0.632,0.046,-0.633,-0.049,-0.195,-0.046,0.332,False.
MS,0.149,1.719,340-8875,yes,no,-0.592,1.721,0.178,1.721,-0.339,-1.612,-0.34,-0.931,-1.692,-0.931,0.273,1.837,0.273,0.332,False.
WV,0.275,-0.524,330-2693,yes,no,-0.592,-0.328,1.872,-0.329,-0.002,0.697,-0.001,-1.322,1.732,-1.322,0.166,-0.195,0.166,-0.428,False.
WI,-1.659,1.719,403-7627,no,yes,1.381,1.137,-0.67,1.137,-1.163,0.044,-1.163,1.741,-1.641,1.741,-0.3,-0.195,-0.298,-0.428,False.
KS,0.049,-0.689,342-3678,yes,no,-0.592,-2.148,1.174,-2.148,-0.603,-1.713,-0.604,1.569,-1.13,1.569,-0.3,-0.195,-0.298,1.093,False.
MO,0.149,-0.524,344-9943,no,yes,1.016,1.861,-0.869,1.861,-1.13,1.5,-1.131,0.762,1.426,0.761,0.345,1.837,0.339,-0.428,False.
PA,-0.805,-0.524,390-5686,no,no,-0.592,0.889,-1.517,0.889,1.237,-1.01,1.236,-1.152,-2.05,-1.151,0.166,0.212,0.166,1.093,False.
SD,-0.403,-0.689,358-5826,no,no,-0.592,0.551,-0.919,0.552,-0.128,-0.307,-0.128,-0.009,-0.772,-0.008,0.381,-0.601,0.379,-1.188,False.
NJ,-1.936,-0.689,393-7826,no,no,-0.592,1.576,-0.719,1.576,0.154,0.095,0.155,-0.363,0.25,-0.364,0.309,0.618,0.312,0.332,True.
AL,-0.278,-0.524,335-9786,no,no,-0.592,0.645,-0.171,0.645,-1.64,0.848,-1.641,-1.328,-1.13,-1.327,0.56,-1.008,0.564,0.332,False.
ME,0.903,1.719,368-9860,no,no,-0.592,-1.272,-1.068,-1.272,0.438,0.546,0.438,-0.62,-1.845,-0.619,0.094,-0.601,0.1,1.093,False.
AZ,-0.228,-0.524,416-9522,yes,yes,2.696,1.861,-0.62,1.861,-0.059,0.145,-0.059,-2.108,-1.232,-2.109,-0.981,-0.601,-0.975,-1.188,False.
VT,-1.584,-0.524,416-7307,no,no,-0.592,-0.771,-0.719,-0.77,1.683,-1.211,1.684,-0.67,-1.181,-0.668,1.384,-0.601,1.387,0.332,False.
NV,-0.805,1.719,397-6789,yes,yes,1.819,1.684,-0.121,1.685,1.034,0.095,1.034,-0.701,-0.772,-0.703,-0.73,-1.008,-0.736,-0.428,True.
WI,-1.408,-0.689,335-9501,no,no,-0.592,-1.23,0.377,-1.229,0.351,0.998,0.352,0.778,0.301,0.778,-0.443,-0.601,-0.444,0.332,False.
HI,-0.705,-0.689,388-1250,no,no,-0.592,0.138,0.875,0.138,0.764,-0.508,0.763,-0.66,0.403,-0.659,1.742,-1.008,1.745,-0.428,False.
DE,-0.228,-0.524,386-1374,no,no,-0.592,0.316,-0.819,0.316,1.347,0.245,1.347,-0.83,0.25,-0.83,0.202,-0.195,0.206,-0.428,False.
AZ,0.3,-0.524,346-8112,no,yes,1.746,0.011,-0.57,0.012,-1.412,1.199,-1.411,-0.672,1.221,-0.672,-0.658,-1.008,-0.656,-0.428,False.
VA,-0.83,-0.689,364-9040,yes,no,-0.592,-0.574,1.274,-0.574,0.363,1.249,0.363,-0.047,1.068,-0.048,1.527,1.024,1.533,-0.428,True.
GA,0.852,-0.524,366-3944,no,yes,1.016,0.318,0.626,0.318,1.152,-0.257,1.152,-1.309,1.783,-1.309,1.563,0.212,1.56,0.332,False.
AZ,-0.027,-0.524,331-9861,no,yes,1.308,-0.479,0.726,-0.479,-1.246,2.304,-1.247,0.25,0.199,0.251,2.029,0.212,2.024,-0.428,False.
MN,-0.127,-0.524,330-2881,no,yes,1.381,1.497,-0.221,1.497,0.393,0.044,0.394,-0.425,-0.159,-0.426,0.381,-1.008,0.379,-0.428,False.
ME,0.174,1.719,402-9558,no,no,-0.592,1.22,0.078,1.219,0.028,1.701,0.027,-0.411,-0.261,-0.413,-0.3,0.212,-0.298,-0.428,False.
FL,-0.429,1.719,341-3180,no,no,-0.592,0.206,-0.62,0.206,2.324,0.948,2.324,0.918,-1.079,0.919,-1.339,-0.195,-1.333,-1.188,False.
WA,0.827,-0.689,371-8598,no,no,-0.592,0.524,-0.719,0.524,1.038,-0.558,1.039,1.782,-0.721,1.784,0.846,-0.601,0.843,-0.428,False.
MT,-0.73,-0.524,398-8385,no,no,-0.592,1.345,-1.367,1.345,0.361,-1.11,0.361,0.196,-0.568,0.198,-0.157,-0.195,-0.152,-1.188,False.
AL,-0.454,-0.689,333-4154,no,no,-0.592,0.414,-0.67,0.413,0.01,0.546,0.011,-1.961,-0.925,-1.96,-1.231,-0.195,-1.227,-1.188,False.
WV,0.903,-0.689,330-3589,no,no,-0.592,-0.099,0.975,-0.099,-0.881,-0.106,-0.88,-1.273,1.068,-1.274,-0.013,0.212,-0.019,-1.188,False.
GA,-1.132,-0.524,417-1477,no,yes,1.6,-0.967,-0.57,-0.967,-0.57,0.797,-0.569,-0.124,0.557,-0.123,0.667,-0.601,0.671,-0.428,False.
OH,-1.006,1.719,327-5525,yes,yes,0.577,-0.666,-1.218,-0.666,0.821,-2.114,0.821,-1.052,-0.261,-1.05,0.381,-0.601,0.379,-1.188,False.
DE,1.756,1.719,363-8244,no,yes,0.65,0.131,-0.321,0.13,0.77,1.902,0.769,0.001,-1.845,0.0,-1.59,-0.601,-1.585,-0.428,False.
NE,0.551,1.719,419-9104,no,no,-0.592,0.261,0.875,0.261,0.809,0.697,0.809,-1.079,0.403,-1.081,0.667,-0.195,0.671,-0.428,False.
FL,-1.082,1.719,363-1560,no,no,-0.592,1.01,-0.57,1.011,-1.857,1.551,-1.857,-0.442,1.119,-0.444,-0.121,0.618,-0.125,-1.188,False.
AK,1.38,1.719,341-4075,no,no,-0.592,-1.03,-0.221,-1.03,-1.932,-1.01,-1.931,-0.227,-0.925,-0.228,1.026,-0.195,1.029,-0.428,False.
WI,1.631,1.719,366-9074,no,no,-0.592,-0.108,0.128,-0.108,1.487,-0.859,1.486,-0.199,0.659,-0.197,1.814,0.212,1.812,-1.188,False.
WA,-0.655,1.719,367-1424,no,yes,2.404,-0.897,0.726,-0.898,0.048,0.496,0.048,-0.577,-1.641,-0.575,0.775,-0.195,0.777,-0.428,False.
KY,-0.655,-0.524,341-1191,no,no,-0.592,2.476,0.078,2.475,-0.615,-0.709,-0.616,1.666,-0.006,1.666,-1.625,-0.601,-1.625,0.332,True.
OH,-0.454,1.719,342-9480,no,no,-0.592,0.884,-1.118,0.883,0.129,0.747,0.129,0.214,-0.006,0.216,0.667,0.212,0.671,-0.428,False.
UT,3.565,1.719,355-9360,no,no,-0.592,-1.547,-0.42,-1.547,-0.735,-1.863,-0.736,1.252,0.914,1.253,-1.303,0.618,-1.306,0.332,False.
NM,1.304,-0.689,343-1538,no,no,-0.592,0.101,1.324,0.101,0.138,-1.361,0.138,0.103,1.221,0.101,1.742,-0.601,1.745,-0.428,False.
MN,1.229,-0.524,335-2331,no,no,-0.592,-0.615,1.623,-0.615,0.034,-0.257,0.034,0.669,0.148,0.668,1.026,-0.601,1.029,-0.428,False.
WV,-0.228,1.719,335-7257,no,yes,0.577,0.078,-0.072,0.078,-2.457,1.701,-2.458,-0.312,-0.21,-0.312,0.882,-0.601,0.883,0.332,False.
MN,-0.529,-0.524,332-2137,no,no,-0.592,-1.358,0.477,-1.358,-3.098,-0.608,-3.098,-0.223,-0.67,-0.224,1.026,0.212,1.029,-1.188,False.
AL,0.827,-0.524,352-2998,no,no,-0.592,-0.033,0.477,-0.033,-0.93,-1.813,-0.931,0.707,0.25,0.708,0.524,-0.195,0.525,-0.428,False.
PA,-0.604,1.719,346-6941,no,yes,1.162,-0.558,-1.317,-0.558,-1.52,-1.411,-1.521,-0.525,-0.823,-0.527,-0.049,0.618,-0.046,-0.428,False.
DE,1.154,1.719,400-2203,no,no,-0.592,0.544,0.178,0.544,-1.351,-1.11,-1.351,-1.018,1.17,-1.019,0.381,-0.601,0.379,0.332,False.
MO,-0.68,-0.524,421-2955,no,no,-0.592,-0.141,0.227,-0.141,0.211,-0.056,0.21,-0.369,0.25,-0.369,0.488,0.618,0.485,-0.428,False.
IL,0.928,1.719,331-6629,yes,no,-0.592,-0.192,-0.919,-0.193,0.334,2.354,0.333,-0.33,-1.181,-0.329,-0.3,1.837,-0.298,-0.428,False.
FL,1.053,-0.524,343-6314,no,no,-0.592,-1.114,0.825,-1.114,1.71,1.802,1.709,0.438,-0.006,0.44,0.703,-0.195,0.697,-1.188,False.
HI,-0.931,-0.524,414-6638,no,no,-0.592,0.265,2.321,0.264,-0.544,-0.658,-0.544,1.341,0.71,1.341,-1.697,-1.008,-1.691,0.332,False.
ME,0.476,1.719,350-5883,no,no,-0.592,0.349,-2.214,0.35,0.574,-1.361,0.575,-1.603,-0.977,-1.604,-0.121,-0.601,-0.125,0.332,False.
CO,0.501,-0.689,409-4447,yes,no,-0.592,-0.222,-0.321,-0.222,-2.116,1.048,-2.117,0.8,0.761,0.8,1.133,-1.414,1.135,1.093,True.
NH,-0.328,-0.524,376-4856,no,no,-0.592,0.412,-0.719,0.411,0.312,-0.357,0.312,0.762,-0.057,0.761,0.56,-1.008,0.564,0.332,False.
SC,-0.353,-0.689,335-1874,no,no,-0.592,2.621,0.277,2.621,0.071,-0.357,0.071,-0.29,1.426,-0.29,-0.3,-0.195,-0.298,0.332,True.
IN,-0.027,1.719,397-6255,no,no,-0.592,0.669,0.327,0.668,0.288,-0.809,0.289,-1.235,1.374,-1.235,-0.013,-0.601,-0.019,-1.188,False.
FL,0.074,-0.524,381-5047,no,no,-0.592,-1.898,0.776,-1.898,-1.684,-1.311,-1.683,0.503,-0.312,0.501,-0.3,-0.601,-0.298,1.093,False.
GA,-1.86,1.719,403-6850,no,no,-0.592,-1.966,-1.268,-1.966,0.15,0.848,0.15,-2.671,-1.488,-2.672,-0.121,-0.601,-0.125,-0.428,False.
IL,-0.504,-0.524,375-3658,no,yes,1.673,0.562,-0.022,0.563,0.484,-0.156,0.484,-0.636,1.017,-0.637,-0.192,-0.195,-0.192,-1.188,False.
NC,-0.931,1.719,341-2603,yes,yes,1.819,-0.965,-0.371,-0.966,-0.751,0.195,-0.75,0.92,0.454,0.919,-0.766,3.462,-0.762,-1.188,False.
VT,0.149,1.719,342-5062,no,yes,1.454,0.404,-1.068,0.405,2.049,1.4,2.05,0.489,1.681,0.488,0.596,1.431,0.591,-0.428,False.
