State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MI,Low,Low,402-9691,yes,yes,High,High,High,High,Low,High,Low,High,Low,High,Low,Low,High,Low,False.
NM,Low,,334-9806,no,no,Low,High,High,High,Low,High,Low,High,Low,High,High,High,High,Low,False.
AK,Low,Low,378-7733,no,no,Low,Low,Low,Low,Low,Low,Low,High,Low,High,High,Low,High,Low,False.
OH,High,Low,407-2248,no,yes,High,Low,High,Low,High,Low,High,High,High,High,High,Low,High,Low,False.
MO,Low,Low,405-3916,no,no,Low,Low,High,Low,High,High,High,High,High,High,Low,Low,Low,Low,True.
KS,High,Low,407-2081,no,yes,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,False.
MS,Low,Low,397-9148,no,yes,High,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,High,True.
VT,High,Low,415-4857,no,yes,Low,Low,High,Low,High,Low,High,Low,High,High,High,Low,High,Low,False.
NE,Low,Low,354-7314,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
VA,Low,Low,346-5611,no,no,Low,Low,High,High,High,High,High,High,Low,High,Low,Low,High,Low,False.
DE,Low,Low,349-4703,no,yes,High,High,Low,High,High,High,High,High,High,High,Low,Low,Low,Low,False.
AL,Low,Low,411-7778,yes,yes,High,High,High,High,High,High,High,Low,Low,Low,High,High,High,Low,True.
ID,High,,421-1469,no,yes,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
MS,Low,,420-5990,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,False.
OK,Low,Low,389-4780,no,no,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,False.
NM,Low,Low,357-2735,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
WI,Low,Low,409-4791,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,False.
WV,Low,Low,380-5286,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
SC,Low,,394-8402,no,no,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,High,High,True.
KY,High,Low,392-1616,no,yes,High,High,High,High,High,High,High,Low,High,Low,Low,Low,High,High,False.
MO,Low,Low,364-1969,no,no,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,False.
IL,Low,,390-4152,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
OK,High,Low,367-7039,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
MI,Low,,391-6607,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
NJ,Low,Low,379-6652,no,yes,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
ID,Low,Low,384-1833,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,Low,High,Low,False.
DC,Low,,403-2455,yes,no,Low,Low,High,Low,High,High,High,Low,Low,High,High,Low,High,Low,False.
NY,Low,Low,391-1348,no,yes,High,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,False.
AL,Low,Low,408-4174,no,no,Low,Low,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,False.
OR,Low,Low,366-4334,no,yes,High,High,Low,High,High,High,High,Low,Low,High,High,Low,High,Low,False.
OK,High,Low,406-5059,no,yes,High,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,False.
LA,Low,,373-6784,no,no,Low,High,High,High,Low,High,Low,High,Low,High,Low,High,High,High,False.
NE,High,Low,408-3532,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
TX,High,Low,350-8680,no,yes,High,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
UT,High,Low,398-9870,no,yes,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
OR,High,Low,343-3356,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
NY,Low,Low,415-4609,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
AL,Low,Low,404-5387,no,yes,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,False.
RI,High,Low,415-8151,no,yes,High,High,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,False.
MN,High,Low,416-2778,yes,yes,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,,True.
NC,Low,Low,393-3300,no,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
MD,Low,,391-7661,no,yes,High,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
RI,Low,,339-4317,no,yes,High,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,False.
WI,Low,,418-6455,yes,no,Low,High,High,High,High,High,High,Low,High,Low,Low,High,High,Low,True.
VT,Low,,378-3508,yes,yes,High,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,High,High,True.
CT,Low,Low,390-9359,no,yes,High,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,Low,False.
OK,Low,Low,364-2495,no,yes,High,High,Low,High,High,High,High,Low,Low,Low,High,Low,High,High,False.
AK,Low,Low,364-7719,no,no,Low,Low,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,True.
NY,High,Low,421-1189,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
GA,Low,,419-8987,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,True.
UT,Low,,402-9980,yes,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
NM,Low,Low,376-5908,no,no,Low,Low,Low,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
NE,Low,Low,400-3150,no,yes,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
NJ,High,Low,336-1749,no,no,Low,Low,Low,Low,High,High,High,High,High,High,High,Low,High,Low,False.
TX,Low,Low,420-1259,no,yes,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
MT,Low,Low,339-7541,no,no,Low,Low,High,High,High,High,High,High,High,High,Low,Low,High,Low,True.
CO,High,Low,378-9029,no,no,Low,Low,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
VT,Low,Low,342-7514,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
RI,Low,Low,422-4956,no,yes,Low,Low,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,False.
WY,Low,Low,389-8606,no,yes,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
ID,Low,Low,406-7261,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
CT,Low,Low,417-7973,no,yes,High,High,High,High,High,Low,High,High,High,High,Low,Low,Low,Low,False.
ME,Low,,390-2891,no,no,Low,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
AZ,Low,,385-7387,no,yes,High,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
MD,Low,,362-2776,yes,no,Low,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
IN,Low,,329-1955,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
NC,High,Low,344-3160,yes,yes,High,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,True.
DE,Low,,406-2454,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
MN,High,Low,335-3913,no,yes,High,Low,High,Low,Low,High,High,High,Low,High,High,Low,High,Low,False.
WI,Low,Low,355-7705,yes,no,Low,Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,False.
FL,Low,Low,410-7108,no,yes,High,High,High,High,High,High,High,Low,High,Low,Low,Low,High,Low,False.
WV,Low,,419-1674,no,no,Low,High,High,High,High,Low,High,High,Low,High,High,Low,High,Low,True.
SD,Low,Low,351-7369,no,yes,High,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
FL,Low,Low,349-9566,no,no,Low,High,Low,High,High,High,High,High,Low,High,High,Low,High,Low,False.
OR,Low,Low,333-3421,no,no,Low,Low,High,Low,Low,High,High,Low,High,Low,High,Low,High,Low,False.
CO,Low,Low,393-8199,no,yes,High,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,Low,False.
CT,Low,Low,388-4879,no,yes,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
IN,Low,Low,353-6007,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,True.
PA,High,Low,416-1557,no,yes,High,High,Low,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
NM,Low,Low,356-7217,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
ME,High,Low,350-2012,no,no,Low,Low,Low,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
SD,Low,,420-9838,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,True.
AR,Low,Low,373-6379,no,no,Low,Low,High,Low,Low,High,Low,Low,High,High,High,Low,High,Low,False.
TX,Low,Low,355-7293,yes,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,False.
NH,Low,Low,406-4588,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,False.
OK,Low,Low,345-1524,no,no,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,High,High,High,True.
WI,Low,Low,375-8493,no,yes,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,High,Low,False.
AL,Low,Low,361-2924,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
PA,Low,Low,359-6163,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
OK,Low,,411-8140,no,no,Low,High,High,High,Low,High,Low,Low,High,High,High,Low,High,Low,False.
ME,Low,,381-9049,no,yes,High,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
WV,Low,Low,344-4478,no,no,Low,High,High,High,Low,Low,Low,High,High,High,High,Low,High,Low,False.
HI,Low,Low,360-2690,no,yes,High,Low,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
MN,High,,410-7383,no,no,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,False.
NY,Low,Low,356-1889,no,no,Low,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,High,Low,False.
AZ,Low,Low,341-2360,no,no,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
OH,Low,,370-3021,no,yes,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,Low,False.
MI,Low,,336-4656,no,no,Low,Low,High,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,False.
MA,Low,Low,386-2810,yes,no,Low,Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,True.
WV,High,,350-1354,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,False.
MI,Low,Low,346-5707,no,no,Low,Low,High,Low,High,High,High,High,High,High,High,Low,High,Low,False.
NM,Low,Low,405-8370,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
MO,Low,Low,373-2053,no,no,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,True.
RI,High,Low,369-5222,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
NC,Low,Low,347-7420,no,yes,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Low,False.
WY,Low,Low,392-6856,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
WY,Low,Low,371-5556,no,no,Low,Low,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,False.
PA,Low,,334-5337,no,no,Low,High,High,High,Low,High,Low,High,High,High,High,Low,High,Low,False.
KY,Low,Low,334-8817,no,no,Low,High,High,High,Low,Low,Low,High,Low,High,High,Low,High,Low,False.
OR,High,,339-1405,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,Low,Low,Low,High,False.
NV,Low,Low,380-7742,yes,yes,High,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,True.
DC,Low,Low,329-6191,no,yes,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
UT,Low,,340-3075,no,yes,High,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,False.
WA,High,Low,416-5849,yes,yes,High,Low,High,Low,High,High,High,High,High,High,Low,Low,High,Low,False.
FL,Low,,334-7443,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
VA,High,,394-9121,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
KS,Low,Low,383-1657,yes,no,Low,High,Low,High,High,High,High,High,Low,High,High,Low,High,Low,True.
KS,High,Low,347-4112,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
DC,High,,362-8280,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
ME,Low,Low,402-9982,no,yes,High,High,Low,High,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
LA,High,Low,392-8905,no,no,Low,High,High,High,Low,Low,Low,High,Low,High,Low,Low,Low,Low,False.
DC,High,Low,392-5512,no,no,Low,Low,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,False.
TX,Low,,351-6384,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
NJ,Low,Low,348-8015,yes,yes,High,High,High,High,High,High,High,Low,Low,High,Low,Low,Low,Low,True.
DE,Low,,374-6966,no,no,Low,High,High,High,Low,High,Low,High,Low,High,Low,Low,Low,High,False.
VT,Low,Low,328-2236,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
GA,Low,Low,372-6497,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,True.
TX,High,Low,417-8617,no,no,Low,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
MT,High,Low,361-9621,no,no,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
ND,Low,Low,421-2723,no,yes,Low,Low,High,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,False.
NJ,High,Low,327-9341,no,yes,High,Low,High,Low,Low,High,Low,High,Low,High,High,Low,High,Low,False.
MO,Low,Low,383-5474,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
CO,Low,,328-8147,no,yes,High,Low,High,Low,High,Low,High,High,Low,High,High,Low,High,High,False.
KS,Low,Low,373-5438,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,Low,High,High,Low,False.
NC,Low,Low,333-9253,no,yes,Low,High,High,High,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
MT,Low,Low,347-9421,no,yes,High,High,High,High,Low,High,Low,High,High,High,High,Low,High,Low,False.
DE,Low,Low,419-3167,no,no,Low,Low,High,Low,Low,High,Low,High,High,High,High,Low,High,Low,False.
ND,Low,Low,414-4162,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Low,False.
VA,Low,Low,416-5341,no,no,Low,Low,High,Low,High,High,High,Low,Low,High,High,Low,High,Low,False.
IL,Low,Low,368-8600,no,no,Low,High,High,High,High,Low,High,Low,Low,Low,High,High,High,Low,False.
OK,Low,Low,336-6085,no,no,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,False.
CO,Low,,377-1479,no,yes,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
MT,Low,Low,360-2107,no,yes,Low,High,High,High,Low,High,High,Low,High,Low,Low,Low,High,Low,False.
WV,High,Low,405-9384,no,yes,High,High,Low,High,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
ME,Low,Low,420-5179,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,False.
WI,High,Low,331-3174,no,yes,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,False.
MO,Low,Low,411-5958,no,no,Low,High,High,High,High,Low,High,High,Low,High,Low,Low,Low,Low,True.
NY,High,Low,333-8180,no,no,Low,High,Low,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
CT,Low,Low,357-2679,no,no,Low,High,High,High,High,Low,High,Low,Low,Low,High,Low,High,Low,False.
AR,Low,Low,396-2867,no,yes,High,High,High,High,Low,Low,Low,Low,High,High,Low,Low,High,Low,False.
WY,Low,Low,341-9443,no,yes,Low,High,Low,High,Low,High,Low,Low,High,High,Low,Low,High,Low,False.
CA,Low,,341-4103,no,yes,High,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
CA,Low,,416-8701,no,no,Low,Low,High,Low,High,High,High,High,Low,High,Low,High,High,High,True.
MN,Low,Low,397-6109,no,no,Low,High,High,High,Low,High,Low,High,Low,High,Low,Low,High,Low,False.
AK,High,Low,392-5587,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,False.
VA,Low,Low,392-9342,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
CO,High,Low,368-2845,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,False.
MT,Low,Low,405-4920,no,no,Low,High,Low,High,High,High,High,Low,Low,Low,High,Low,High,Low,True.
SD,Low,Low,348-7484,no,yes,High,High,Low,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
NE,Low,Low,338-5207,no,no,Low,High,Low,High,High,High,High,High,Low,High,High,Low,High,Low,False.
VT,High,Low,418-7846,no,no,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,False.
ND,High,Low,358-8729,no,no,Low,High,High,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
GA,Low,Low,349-1943,no,yes,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,False.
OR,Low,Low,368-8283,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
MT,Low,,345-1419,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,False.
WY,High,Low,358-8025,no,no,Low,High,High,High,High,Low,High,Low,High,High,High,Low,High,Low,False.
GA,Low,Low,383-8695,no,yes,High,High,High,High,High,High,High,Low,Low,High,High,Low,High,Low,False.
WV,Low,Low,370-7565,no,yes,High,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
CT,Low,Low,401-6162,no,yes,High,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
IL,High,Low,386-5303,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
CO,Low,Low,351-6552,no,no,Low,Low,High,Low,High,Low,High,High,Low,High,High,Low,High,Low,False.
DE,Low,Low,345-5338,no,no,Low,High,High,High,High,Low,High,Low,Low,High,Low,High,Low,Low,False.
LA,Low,Low,330-2849,no,no,Low,High,High,High,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
MA,Low,Low,364-6801,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
IN,Low,Low,375-3003,no,no,Low,High,High,High,High,Low,High,Low,High,Low,Low,Low,High,Low,False.
NY,Low,,383-8878,no,no,Low,High,High,High,Low,High,High,Low,High,Low,Low,Low,High,Low,False.
TX,Low,Low,384-2372,yes,no,Low,High,Low,High,High,High,High,Low,High,High,Low,Low,High,Low,True.
KS,Low,,377-7107,no,no,Low,High,High,High,High,High,High,Low,Low,High,High,Low,High,Low,False.
WV,Low,Low,361-1581,no,no,Low,Low,High,Low,Low,Low,Low,High,Low,High,Low,Low,High,Low,False.
NE,High,Low,417-7888,no,yes,High,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
ND,High,Low,383-8364,no,no,Low,Low,High,Low,High,High,High,Low,High,High,Low,Low,Low,Low,False.
AK,Low,Low,396-2335,no,no,Low,Low,High,Low,High,High,High,Low,Low,High,High,Low,High,Low,False.
CO,Low,Low,408-4530,no,yes,High,Low,High,Low,High,High,High,High,Low,High,Low,Low,High,Low,False.
ME,High,Low,408-6621,no,no,Low,High,Low,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
SC,Low,,393-7522,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
MN,Low,,338-7120,no,yes,Low,High,High,High,High,Low,High,High,High,High,High,Low,High,Low,False.
CO,Low,Low,357-4265,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,False.
KS,Low,Low,398-8801,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
MS,High,,346-2347,no,no,Low,Low,High,Low,High,High,High,Low,High,Low,High,Low,High,Low,False.
NE,Low,Low,343-2741,no,no,Low,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,High,False.
NJ,Low,,420-8242,no,yes,High,Low,High,Low,High,High,High,High,High,High,Low,Low,Low,Low,False.
WI,High,,402-7746,no,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,High,False.
MT,Low,Low,332-1494,no,no,Low,Low,High,Low,Low,High,Low,High,High,High,High,Low,High,Low,False.
AR,High,Low,388-6223,no,no,Low,High,High,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,False.
WA,Low,Low,404-9539,no,no,Low,Low,High,Low,High,Low,High,Low,Low,High,Low,Low,High,Low,False.
NH,Low,Low,341-7332,no,no,Low,High,High,High,High,High,High,High,Low,High,Low,High,High,Low,False.
IA,Low,Low,338-7886,no,no,Low,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
WV,Low,Low,332-5596,no,no,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,Low,High,Low,False.
RI,Low,Low,348-9945,no,no,Low,Low,High,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Low,False.
KS,Low,Low,407-1896,no,no,Low,High,High,High,Low,High,Low,High,High,High,High,Low,High,Low,False.
MT,High,,398-9408,no,yes,Low,Low,High,Low,High,Low,High,High,High,High,High,Low,High,Low,False.
MO,High,,369-8005,no,no,Low,High,High,High,High,Low,High,Low,High,Low,Low,Low,Low,Low,False.
HI,Low,Low,346-2530,no,no,Low,Low,Low,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,False.
CO,Low,Low,400-5984,no,no,Low,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
CT,Low,,351-1007,no,yes,High,Low,High,Low,High,High,High,High,Low,High,Low,Low,Low,Low,False.
ID,Low,Low,345-5980,yes,yes,High,Low,High,Low,Low,High,Low,Low,High,High,High,Low,High,Low,False.
DC,High,,368-8964,no,no,Low,High,Low,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
TN,Low,,358-1912,no,no,Low,High,Low,High,High,High,High,High,High,High,High,Low,High,Low,False.
WY,High,,379-3132,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,High,False.
MO,Low,Low,340-9910,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
VA,High,Low,396-2719,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,False.
SD,High,Low,369-6204,no,yes,Low,High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
WV,Low,,420-9971,yes,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,True.
GA,Low,Low,410-3782,yes,yes,High,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,False.
AZ,Low,Low,404-4481,no,no,Low,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
AK,High,Low,383-9255,no,no,Low,High,High,High,Low,High,Low,Low,High,Low,Low,Low,High,Low,False.
AK,Low,,418-9385,no,no,Low,High,High,High,High,High,High,High,High,High,High,Low,High,Low,False.
CT,Low,Low,360-9676,no,yes,High,High,High,High,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
UT,Low,,327-3587,no,yes,High,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,High,True.
KY,Low,Low,385-4715,no,no,Low,High,High,High,High,High,High,Low,High,Low,High,Low,High,Low,False.
MI,Low,,414-2695,no,no,Low,Low,High,Low,High,Low,High,Low,High,High,High,High,High,Low,False.
OR,High,,331-5999,no,yes,High,High,High,High,Low,Low,High,High,High,High,High,Low,High,Low,False.
TN,Low,,337-7739,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
WV,Low,Low,388-6658,no,no,Low,Low,High,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,False.
NJ,Low,Low,405-6943,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,High,Low,False.
MS,Low,,382-4084,no,yes,High,High,High,High,High,High,High,Low,Low,Low,High,Low,High,Low,False.
ME,High,Low,352-8249,no,yes,High,High,High,High,Low,High,Low,High,High,High,High,Low,High,Low,False.
WY,Low,,353-8363,no,no,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,Low,True.
WY,Low,Low,416-2825,no,no,Low,High,High,High,High,High,High,High,Low,High,Low,Low,Low,Low,False.
IN,Low,,342-6696,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,False.
NM,Low,Low,338-9210,no,yes,High,High,High,High,Low,High,Low,High,Low,High,High,Low,High,Low,False.
NJ,Low,Low,328-1768,yes,yes,Low,High,High,High,Low,High,Low,Low,High,Low,High,Low,High,Low,False.
DC,High,Low,406-5870,yes,no,Low,Low,High,Low,High,Low,High,High,Low,High,Low,Low,Low,Low,False.
UT,Low,Low,398-3834,no,no,Low,Low,High,Low,Low,High,Low,Low,Low,Low,High,Low,High,High,True.
KY,Low,Low,330-7754,yes,no,Low,Low,High,Low,Low,High,Low,High,High,High,High,Low,High,Low,True.
KS,Low,,414-9054,no,no,Low,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
MI,Low,,350-2832,no,no,Low,High,Low,High,High,High,High,Low,High,High,Low,Low,High,Low,False.
UT,Low,,414-9027,no,yes,Low,High,Low,High,High,Low,High,Low,High,Low,Low,Low,High,Low,False.
NE,Low,Low,337-1225,no,no,Low,Low,High,Low,High,Low,High,Low,High,Low,High,Low,High,Low,False.
FL,Low,Low,394-6577,no,yes,Low,High,High,High,High,High,High,High,Low,High,High,Low,High,High,False.
LA,High,Low,359-6995,no,no,Low,High,High,High,Low,High,Low,Low,Low,Low,High,Low,High,Low,False.
MT,Low,Low,377-7561,no,no,Low,High,High,High,High,High,High,Low,Low,High,Low,Low,High,Low,False.
WA,Low,Low,380-6631,no,yes,High,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,False.
MI,Low,Low,390-8876,no,no,Low,Low,High,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,False.
KY,High,,413-2201,no,no,Low,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,False.
LA,Low,Low,374-2073,no,no,Low,High,High,High,High,High,High,Low,High,Low,Low,Low,High,Low,False.
NM,Low,,417-1272,yes,no,Low,Low,High,Low,High,High,High,Low,Low,Low,High,Low,High,Low,False.
AL,High,Low,358-1129,no,yes,High,Low,Low,Low,High,High,High,Low,High,Low,Low,Low,High,Low,False.
MO,Low,Low,394-1211,no,yes,High,Low,High,Low,High,High,High,High,Low,High,High,Low,High,Low,False.
